Zeitstempel: 2020-09-23T14:22:03.911  ///  Zu vergleichendes Bild: Bike04
Distanz zwischen Bike04 und Bike04_bw => 426.8632379930507
Distanz zwischen Bike04 und Bike04_mir => 40.67654227212581
Distanz zwischen Bike04 und Bike04_rot => 10946.191001014373
Distanz zwischen Bike04 und Bike05 => 8563.739577564258
Distanz zwischen Bike04 und Bike05_bw => 8051.303294110566
Distanz zwischen Bike04 und Bike05_mir => 8613.333297285892
Distanz zwischen Bike04 und Bike05_rot => 17345.81255640821
Distanz zwischen Bike04 und Bike06 => 19136.15732831719
Distanz zwischen Bike04 und Bike06_bw => 19160.156503863367
Distanz zwischen Bike04 und Bike06_mir => 19094.732217585868
Distanz zwischen Bike04 und Bike06_rot => 22653.837956987634
Distanz zwischen Bike04 und Bike07 => 15327.974952237597
Distanz zwischen Bike04 und Bike07_bw => 15495.175801762643
Distanz zwischen Bike04 und Bike07_mir => 15299.312122045761
Distanz zwischen Bike04 und Bike07_rot => 19903.23957000078
Distanz zwischen Bike04 und Bike08 => 11972.809159126406
Distanz zwischen Bike04 und Bike08_bw => 11668.089063368669
Distanz zwischen Bike04 und Bike08_mir => 1677.679256026893
Distanz zwischen Bike04 und Bike08_rot => 3992.7733758012605
Distanz zwischen Bike04 und Bike09 => 15200.560660543011
Distanz zwischen Bike04 und Bike09_bw => 15365.950132799666
Distanz zwischen Bike04 und Bike09_mir => 15222.211816164012
Distanz zwischen Bike04 und Bike09_rot => 21531.649729943343
Distanz zwischen Bike04 und Bike10 => 1308.3626636699719
Distanz zwischen Bike04 und Bike10_bw => 1571.4886116061427
Distanz zwischen Bike04 und Bike10_mir => 1333.6262751820432
Distanz zwischen Bike04 und Bike10_rot => 13431.745664693693
Distanz zwischen Bike04 und Landschaft01 => 44825.90708072763
Distanz zwischen Bike04 und Landschaft01_bw => 45090.50167190187
Distanz zwischen Bike04 und Landschaft01_mir => 44599.86151374101
Distanz zwischen Bike04 und Landschaft01_rot => 46248.68200695672
Distanz zwischen Bike04 und Landschaft02 => 45064.838498807265
Distanz zwischen Bike04 und Landschaft02_bw => 44143.13094694126
Distanz zwischen Bike04 und Landschaft02_mir => 44546.42814569217
Distanz zwischen Bike04 und Landschaft02_rot => 44995.71429137639
Distanz zwischen Bike04 und Landschaft03 => 40833.18045459693
Distanz zwischen Bike04 und Landschaft03_bw => 41365.17774900819
Distanz zwischen Bike04 und Landschaft03_mir => 40763.16225524532
Distanz zwischen Bike04 und Landschaft03_rot => 43216.32464213074
Distanz zwischen Bike04 und Landschaft04 => 45893.94156057874
Distanz zwischen Bike04 und Landschaft04_bw => 44612.670706323435
Distanz zwischen Bike04 und Landschaft04_mir => 45622.57794611893
Distanz zwischen Bike04 und Landschaft04_rot => 46910.02380310932
Distanz zwischen Bike04 und Landschaft05 => 42875.68330518382
Distanz zwischen Bike04 und Landschaft05_bw => 43244.01003862993
Distanz zwischen Bike04 und Landschaft05_mir => 43582.954013213006
Distanz zwischen Bike04 und Landschaft05_rot => 45157.40002880526
Distanz zwischen Bike04 und Landschaft07 => 50069.58097015428
Distanz zwischen Bike04 und Landschaft07_bw => 50702.7041990233
Distanz zwischen Bike04 und Landschaft07_mir => 49579.52777885861
Distanz zwischen Bike04 und Landschaft07_rot => 49668.786624431996
Distanz zwischen Bike04 und Landschaft09 => 45759.19704609405
Distanz zwischen Bike04 und Landschaft09_bw => 45898.52118093958
Distanz zwischen Bike04 und Landschaft09_mir => 45637.36289694906
Distanz zwischen Bike04 und Landschaft09_rot => 47744.93229794471
Distanz zwischen Bike04 und Landschaft10 => 46522.23866571013
Distanz zwischen Bike04 und Landschaft10_bw => 45758.36327978626
Distanz zwischen Bike04 und Landschaft10_mir => 46490.70593762531
Distanz zwischen Bike04 und Landschaft10_rot => 47084.89029488834
Distanz zwischen Bike04 und Mensch01 => 14592.089609274266
Distanz zwischen Bike04 und Mensch01_bw => 14558.44614503265
Distanz zwischen Bike04 und Mensch01_mir => 14619.645572598867
Distanz zwischen Bike04 und Mensch01_rot => 22156.912221177372
Distanz zwischen Bike04 und Mensch02 => 24500.78614213044
Distanz zwischen Bike04 und Mensch02_bw => 24342.61380444617
Distanz zwischen Bike04 und Mensch02_mir => 24279.86993037769
Distanz zwischen Bike04 und Mensch02_rot => 28024.991460407175
Distanz zwischen Bike04 und Mensch03 => 40728.768657782355
Distanz zwischen Bike04 und Mensch03_bw => 41041.55696953086
Distanz zwischen Bike04 und Mensch03_mir => 40805.97602507455
Distanz zwischen Bike04 und Mensch03_rot => 41677.10110838088
Distanz zwischen Bike04 und Mensch04 => 18066.108971220063
Distanz zwischen Bike04 und Mensch05 => 19470.629358924885
Distanz zwischen Bike04 und Mensch05_bw => 19554.37529377009
Distanz zwischen Bike04 und Mensch05_mir => 19651.294578856414
Distanz zwischen Bike04 und Mensch05_rot => 22871.699229390888
Distanz zwischen Bike04 und Mensch06 => 30611.369544452886
Distanz zwischen Bike04 und Mensch06_bw => 30744.49627053686
Distanz zwischen Bike04 und Mensch06_mir => 30567.453081111726
Distanz zwischen Bike04 und Mensch06_rot => 33813.4907866251
Distanz zwischen Bike04 und Mensch07 => 21141.225251253636
Distanz zwischen Bike04 und Mensch07_bw => 21390.55986145884
Distanz zwischen Bike04 und Mensch07_mir => 21084.250996809216
Distanz zwischen Bike04 und Mensch07_rot => 24607.620581414543
Distanz zwischen Bike04 und Mensch08 => 31899.448535893545
Distanz zwischen Bike04 und Mensch08_bw => 31907.23821285459
Distanz zwischen Bike04 und Mensch08_mir => 31887.848302911003
Distanz zwischen Bike04 und Mensch08_rot => 35176.36824947275
Distanz zwischen Bike04 und Mensch09 => 12997.532171682107
Distanz zwischen Bike04 und Mensch09_bw => 12653.102172514647
Distanz zwischen Bike04 und Mensch09_mir => 13118.12678532773
Distanz zwischen Bike04 und Mensch09_rot => 19557.784438022085
Distanz zwischen Bike04 und Mensch10 => 27997.430811283593
Distanz zwischen Bike04 und Mensch10_bw => 27824.079501561864
Distanz zwischen Bike04 und Mensch10_mir => 28449.364562624276
Distanz zwischen Bike04 und Mensch10_rot => 33128.64591516583
Distanz zwischen Bike04 und Pferd01 => 20577.015993804464
Distanz zwischen Bike04 und Pferd01_bw => 20108.565043562372
Distanz zwischen Bike04 und Pferd01_mir => 20504.860710278605
Distanz zwischen Bike04 und Pferd01_rot => 28283.69976306714
Distanz zwischen Bike04 und Pferd02 => 10480.819037639487
Distanz zwischen Bike04 und Pferd02_bw => 10253.297041409496
Distanz zwischen Bike04 und Pferd02_mir => 10815.770378218866
Distanz zwischen Bike04 und Pferd02_rot => 16565.019928468326
Distanz zwischen Bike04 und Pferd03 => 30082.62063447343
Distanz zwischen Bike04 und Pferd03_bw => 29885.403722754734
Distanz zwischen Bike04 und Pferd03_mir => 30114.510794854825
Distanz zwischen Bike04 und Pferd03_rot => 33735.16391778761
Distanz zwischen Bike04 und Pferd04 => 27557.916481261367
Distanz zwischen Bike04 und Pferd04_bw => 26878.284947098135
Distanz zwischen Bike04 und Pferd04_mir => 27527.22894550812
Distanz zwischen Bike04 und Pferd04_rot => 30586.961538567528
Distanz zwischen Bike04 und Pferd05 => 27970.935798816703
Distanz zwischen Bike04 und Pferd05_bw => 27569.76003560249
Distanz zwischen Bike04 und Pferd05_mir => 27906.02868947769
Distanz zwischen Bike04 und Pferd05_rot => 32422.335268969546
Distanz zwischen Bike04 und Pferd06 => 2854.6090878923114
Distanz zwischen Bike04 und Pferd06_bw => 3339.471099625113
Distanz zwischen Bike04 und Pferd06_mir => 3492.3884281300507
Distanz zwischen Bike04 und Pferd06_rot => 13864.397899653239
Distanz zwischen Bike04 und Pferd07 => 4340.080300239389
Distanz zwischen Bike04 und Pferd07_bw => 5107.320141116155
Distanz zwischen Bike04 und Pferd07_mir => 4406.689802075727
Distanz zwischen Bike04 und Pferd07_rot => 19938.71660472343
Distanz zwischen Bike04 und Pferd08 => 21420.806392201055
Distanz zwischen Bike04 und Pferd08_bw => 20829.146277819233
Distanz zwischen Bike04 und Pferd08_mir => 21430.311068282746
Distanz zwischen Bike04 und Pferd08_rot => 28274.736408141463
Distanz zwischen Bike04 und Pferd09 => 25922.629105217322
Distanz zwischen Bike04 und Pferd09_bw => 25719.282522641824
Distanz zwischen Bike04 und Pferd09_mir => 26155.133205784667
Distanz zwischen Bike04 und Pferd09_rot => 28176.24492735677
Distanz zwischen Bike04 und Pferd10 => 22754.783773318766
Distanz zwischen Bike04 und Pferd10_bw => 22740.44693282311
Distanz zwischen Bike04 und Pferd10_mir => 22809.019000107117
Distanz zwischen Bike04 und Pferd10_rot => 25440.60138207782
Distanz zwischen Bike04 und Rad01 => 51740.74383701713
Distanz zwischen Bike04 und Rad01_bw => 51646.88097845906
Distanz zwischen Bike04 und Rad01_mir => 51739.83807353998
Distanz zwischen Bike04 und Rad01_rot => 41586.01458084833
Distanz zwischen Bike04 und Rad03 => 34408.618294265965
Distanz zwischen Bike04 und Rad03_bw => 33607.57665942835
Distanz zwischen Bike04 und Rad03_mir => 34407.746734543914
Distanz zwischen Bike04 und Rad03_rot => 25646.35698743446
Distanz zwischen Bike04 und Rad04 => 31571.039726659623
Distanz zwischen Bike04 und Rad04_bw => 31324.827864461946
Distanz zwischen Bike04 und Rad04_mir => 31571.466430019424
Distanz zwischen Bike04 und Rad04_rot => 23421.41255363737
Distanz zwischen Bike04 und Rad05 => 42425.25123646394
Distanz zwischen Bike04 und Rad06 => 60727.09300158669
Distanz zwischen Bike04 und Rad07 => 38113.041863454644
Distanz zwischen Bike04 und Rad07_bw => 37891.311721074846
Distanz zwischen Bike04 und Rad07_mir => 38109.784726845195
Distanz zwischen Bike04 und Rad07_rot => 30721.221436760516
Distanz zwischen Bike04 und Rad08 => 43217.350027810055
Distanz zwischen Bike04 und Rad08_bw => 43851.9957497705
Distanz zwischen Bike04 und Rad08_mir => 43209.46901503786
Distanz zwischen Bike04 und Rad08_rot => 35651.15749469581
Distanz zwischen Bike04 und Rad09 => 40089.64933111123
Distanz zwischen Bike04 und Rad09_bw => 39115.272924263365
Distanz zwischen Bike04 und Rad09_mir => 40091.98338091239
Distanz zwischen Bike04 und Rad09_rot => 32089.127272717848
Distanz zwischen Bike04 und Rad10 => 5198.507468558384
Distanz zwischen Bike04 und Rad10_bw => 5956.638750960129
Distanz zwischen Bike04 und Rad10_mir => 5302.789613190253
Distanz zwischen Bike04 und Rad10_rot => 9796.934303943484
Distanz zwischen Bike04 und Schaf01 => 5171.261220156613
Distanz zwischen Bike04 und Schaf01_bw => 4778.43658374261
Distanz zwischen Bike04 und Schaf01_mir => 5332.085102492744
Distanz zwischen Bike04 und Schaf01_rot => 4218.130812230886
Distanz zwischen Bike04 und Schaf02 => 17713.68432406245
Distanz zwischen Bike04 und Schaf03 => 24073.14328329805
Distanz zwischen Bike04 und Schaf03_bw => 24546.650759091444
Distanz zwischen Bike04 und Schaf03_mir => 24072.048974739755
Distanz zwischen Bike04 und Schaf03_rot => 25479.568134896013
Distanz zwischen Bike04 und Schaf04 => 26871.38910067421
Distanz zwischen Bike04 und Schaf04_bw => 27658.39600720123
Distanz zwischen Bike04 und Schaf04_mir => 26385.147859458193
Distanz zwischen Bike04 und Schaf04_rot => 27898.47865192988
Distanz zwischen Bike04 und Schaf06 => 17596.83821313338
Distanz zwischen Bike04 und Schaf06_bw => 18558.28470598648
Distanz zwischen Bike04 und Schaf06_mir => 17644.3057001363
Distanz zwischen Bike04 und Schaf06_rot => 18916.08292909197
Distanz zwischen Bike04 und Schaf07 => 15896.451976806311
Distanz zwischen Bike04 und Schaf07_bw => 16623.73166836595
Distanz zwischen Bike04 und Schaf07_mir => 15891.796603590235
Distanz zwischen Bike04 und Schaf07_rot => 17467.597712059793
Distanz zwischen Bike04 und Schaf10 => 3403.1390738748137
Distanz zwischen Bike04 und Schaf10_bw => 4465.253455208725
Distanz zwischen Bike04 und Schaf10_mir => 3392.1037433775973
Distanz zwischen Bike04 und Schaf10_rot => 7112.84145155779
___________________________________________________________________________________


Execution Time: 417 s
Score (Image): 9

Score (Schwarz-wei�): 8
Score (Rotiert 90 Grad): 0
Score (Gespiegelt): 9
___________________________________________________________________________________

Performance: 

Für Auto01.png: 
Berechnungszeit KPs: 373
Berechnungszeit Cluster: 3937
Berechnungszeit Distanz: 144
Gesamt:  4454 ms

Für Auto01_bw.png: 
Berechnungszeit KPs: 378
Berechnungszeit Cluster: 3700
Berechnungszeit Distanz: 336
Gesamt:  4414 ms

Für Auto01_mir.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 3685
Berechnungszeit Distanz: 60
Gesamt:  4144 ms

Für Auto01_rot.png: 
Berechnungszeit KPs: 303
Berechnungszeit Cluster: 3875
Berechnungszeit Distanz: 233
Gesamt:  4411 ms

Für Auto02.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 2946
Berechnungszeit Distanz: 265
Gesamt:  3501 ms

Für Auto02_bw.png: 
Berechnungszeit KPs: 308
Berechnungszeit Cluster: 2758
Berechnungszeit Distanz: 270
Gesamt:  3336 ms

Für Auto02_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 2524
Berechnungszeit Distanz: 265
Gesamt:  3081 ms

Für Auto02_rot.png: 
Berechnungszeit KPs: 275
Berechnungszeit Cluster: 2114
Berechnungszeit Distanz: 293
Gesamt:  2682 ms

Für Auto03.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 698
Berechnungszeit Distanz: 271
Gesamt:  1160 ms

Für Auto03_bw.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 734
Berechnungszeit Distanz: 142
Gesamt:  1067 ms

Für Auto03_mir.png: 
Berechnungszeit KPs: 195
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 141
Gesamt:  1038 ms

Für Auto03_rot.png: 
Berechnungszeit KPs: 189
Berechnungszeit Cluster: 574
Berechnungszeit Distanz: 161
Gesamt:  924 ms

Für Auto04.png: 
Berechnungszeit KPs: 231
Berechnungszeit Cluster: 1558
Berechnungszeit Distanz: 161
Gesamt:  1950 ms

Für Auto04_bw.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1231
Berechnungszeit Distanz: 173
Gesamt:  1637 ms

Für Auto04_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1352
Berechnungszeit Distanz: 156
Gesamt:  1741 ms

Für Auto04_rot.png: 
Berechnungszeit KPs: 224
Berechnungszeit Cluster: 954
Berechnungszeit Distanz: 173
Gesamt:  1351 ms

Für Auto05.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 3031
Berechnungszeit Distanz: 142
Gesamt:  3463 ms

Für Auto05_bw.png: 
Berechnungszeit KPs: 297
Berechnungszeit Cluster: 3106
Berechnungszeit Distanz: 137
Gesamt:  3540 ms

Für Auto05_mir.png: 
Berechnungszeit KPs: 293
Berechnungszeit Cluster: 3009
Berechnungszeit Distanz: 157
Gesamt:  3459 ms

Für Auto05_rot.png: 
Berechnungszeit KPs: 281
Berechnungszeit Cluster: 3004
Berechnungszeit Distanz: 133
Gesamt:  3418 ms

Für Auto06.png: 
Berechnungszeit KPs: 315
Berechnungszeit Cluster: 3511
Berechnungszeit Distanz: 151
Gesamt:  3977 ms

Für Auto06_bw.png: 
Berechnungszeit KPs: 374
Berechnungszeit Cluster: 2959
Berechnungszeit Distanz: 164
Gesamt:  3497 ms

Für Auto06_mir.png: 
Berechnungszeit KPs: 420
Berechnungszeit Cluster: 3103
Berechnungszeit Distanz: 152
Gesamt:  3675 ms

Für Auto06_rot.png: 
Berechnungszeit KPs: 294
Berechnungszeit Cluster: 2499
Berechnungszeit Distanz: 152
Gesamt:  2945 ms

Für Auto07.png: 
Berechnungszeit KPs: 407
Berechnungszeit Cluster: 1799
Berechnungszeit Distanz: 175
Gesamt:  2381 ms

Für Auto08.png: 
Berechnungszeit KPs: 253
Berechnungszeit Cluster: 1622
Berechnungszeit Distanz: 162
Gesamt:  2037 ms

Für Auto08_bw.png: 
Berechnungszeit KPs: 339
Berechnungszeit Cluster: 1505
Berechnungszeit Distanz: 141
Gesamt:  1985 ms

Für Auto08_mir.png: 
Berechnungszeit KPs: 313
Berechnungszeit Cluster: 1527
Berechnungszeit Distanz: 81
Gesamt:  1921 ms

Für Auto08_rot.png: 
Berechnungszeit KPs: 243
Berechnungszeit Cluster: 1232
Berechnungszeit Distanz: 91
Gesamt:  1566 ms

Für Auto09.png: 
Berechnungszeit KPs: 227
Berechnungszeit Cluster: 1584
Berechnungszeit Distanz: 94
Gesamt:  1905 ms

Für Auto09_bw.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1447
Berechnungszeit Distanz: 79
Gesamt:  1756 ms

Für Auto09_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1416
Berechnungszeit Distanz: 91
Gesamt:  1740 ms

Für Auto09_rot.png: 
Berechnungszeit KPs: 213
Berechnungszeit Cluster: 1254
Berechnungszeit Distanz: 90
Gesamt:  1557 ms

Für Auto10.png: 
Berechnungszeit KPs: 266
Berechnungszeit Cluster: 2528
Berechnungszeit Distanz: 81
Gesamt:  2875 ms

Für Auto10_bw.png: 
Berechnungszeit KPs: 261
Berechnungszeit Cluster: 2480
Berechnungszeit Distanz: 81
Gesamt:  2822 ms

Für Auto10_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 2266
Berechnungszeit Distanz: 84
Gesamt:  2615 ms

Für Auto10_rot.png: 
Berechnungszeit KPs: 251
Berechnungszeit Cluster: 1870
Berechnungszeit Distanz: 99
Gesamt:  2220 ms

Für Bike01.png: 
Berechnungszeit KPs: 119
Berechnungszeit Cluster: 413
Berechnungszeit Distanz: 83
Gesamt:  615 ms

Für Bike01_bw.png: 
Berechnungszeit KPs: 115
Berechnungszeit Cluster: 391
Berechnungszeit Distanz: 80
Gesamt:  586 ms

Für Bike01_mir.png: 
Berechnungszeit KPs: 111
Berechnungszeit Cluster: 364
Berechnungszeit Distanz: 91
Gesamt:  566 ms

Für Bike01_rot.png: 
Berechnungszeit KPs: 108
Berechnungszeit Cluster: 236
Berechnungszeit Distanz: 81
Gesamt:  425 ms

Für Bike02.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 2484
Berechnungszeit Distanz: 85
Gesamt:  2762 ms

Für Bike02_bw.png: 
Berechnungszeit KPs: 206
Berechnungszeit Cluster: 3104
Berechnungszeit Distanz: 70
Gesamt:  3380 ms

Für Bike02_mir.png: 
Berechnungszeit KPs: 262
Berechnungszeit Cluster: 2339
Berechnungszeit Distanz: 81
Gesamt:  2682 ms

Für Bike02_rot.png: 
Berechnungszeit KPs: 192
Berechnungszeit Cluster: 1438
Berechnungszeit Distanz: 81
Gesamt:  1711 ms

Für Bike03.png: 
Berechnungszeit KPs: 139
Berechnungszeit Cluster: 637
Berechnungszeit Distanz: 81
Gesamt:  857 ms

Für Bike03_bw.png: 
Berechnungszeit KPs: 126
Berechnungszeit Cluster: 666
Berechnungszeit Distanz: 70
Gesamt:  862 ms

Für Bike03_mir.png: 
Berechnungszeit KPs: 160
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 79
Gesamt:  941 ms

Für Bike03_rot.png: 
Berechnungszeit KPs: 175
Berechnungszeit Cluster: 441
Berechnungszeit Distanz: 78
Gesamt:  694 ms

Für Bike04.png: 
Berechnungszeit KPs: 240
Berechnungszeit Cluster: 1833
Berechnungszeit Distanz: 91
Gesamt:  2164 ms

Für Bike04_bw.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 1708
Berechnungszeit Distanz: 89
Gesamt:  1990 ms

Für Bike04_mir.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 1719
Berechnungszeit Distanz: 72
Gesamt:  1981 ms

Für Bike04_rot.png: 
Berechnungszeit KPs: 274
Berechnungszeit Cluster: 1141
Berechnungszeit Distanz: 89
Gesamt:  1504 ms

Für Bike05.png: 
Berechnungszeit KPs: 305
Berechnungszeit Cluster: 1322
Berechnungszeit Distanz: 81
Gesamt:  1708 ms

Für Bike05_bw.png: 
Berechnungszeit KPs: 335
Berechnungszeit Cluster: 1333
Berechnungszeit Distanz: 95
Gesamt:  1763 ms

Für Bike05_mir.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1480
Berechnungszeit Distanz: 80
Gesamt:  1790 ms

Für Bike05_rot.png: 
Berechnungszeit KPs: 216
Berechnungszeit Cluster: 811
Berechnungszeit Distanz: 71
Gesamt:  1098 ms

Für Bike06.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 746
Berechnungszeit Distanz: 81
Gesamt:  1018 ms

Für Bike06_bw.png: 
Berechnungszeit KPs: 199
Berechnungszeit Cluster: 722
Berechnungszeit Distanz: 71
Gesamt:  992 ms

Für Bike06_mir.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 788
Berechnungszeit Distanz: 81
Gesamt:  1069 ms

Für Bike06_rot.png: 
Berechnungszeit KPs: 201
Berechnungszeit Cluster: 579
Berechnungszeit Distanz: 88
Gesamt:  868 ms

Für Bike07.png: 
Berechnungszeit KPs: 268
Berechnungszeit Cluster: 887
Berechnungszeit Distanz: 76
Gesamt:  1231 ms

Für Bike07_bw.png: 
Berechnungszeit KPs: 214
Berechnungszeit Cluster: 913
Berechnungszeit Distanz: 80
Gesamt:  1207 ms

Für Bike07_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 875
Berechnungszeit Distanz: 81
Gesamt:  1221 ms

Für Bike07_rot.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 659
Berechnungszeit Distanz: 71
Gesamt:  930 ms

Für Bike08.png: 
Berechnungszeit KPs: 331
Berechnungszeit Cluster: 2888
Berechnungszeit Distanz: 68
Gesamt:  3287 ms

Für Bike08_bw.png: 
Berechnungszeit KPs: 289
Berechnungszeit Cluster: 2621
Berechnungszeit Distanz: 61
Gesamt:  2971 ms

Für Bike08_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 1892
Berechnungszeit Distanz: 71
Gesamt:  2255 ms

Für Bike08_rot.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 1597
Berechnungszeit Distanz: 72
Gesamt:  2068 ms

Für Bike09.png: 
Berechnungszeit KPs: 280
Berechnungszeit Cluster: 896
Berechnungszeit Distanz: 81
Gesamt:  1257 ms

Für Bike09_bw.png: 
Berechnungszeit KPs: 203
Berechnungszeit Cluster: 890
Berechnungszeit Distanz: 73
Gesamt:  1166 ms

Für Bike09_mir.png: 
Berechnungszeit KPs: 205
Berechnungszeit Cluster: 942
Berechnungszeit Distanz: 81
Gesamt:  1228 ms

Für Bike09_rot.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 636
Berechnungszeit Distanz: 71
Gesamt:  897 ms

Für Bike10.png: 
Berechnungszeit KPs: 272
Berechnungszeit Cluster: 1767
Berechnungszeit Distanz: 81
Gesamt:  2120 ms

Für Bike10_bw.png: 
Berechnungszeit KPs: 257
Berechnungszeit Cluster: 1696
Berechnungszeit Distanz: 92
Gesamt:  2045 ms

Für Bike10_mir.png: 
Berechnungszeit KPs: 260
Berechnungszeit Cluster: 2340
Berechnungszeit Distanz: 77
Gesamt:  2677 ms

Für Bike10_rot.png: 
Berechnungszeit KPs: 236
Berechnungszeit Cluster: 1045
Berechnungszeit Distanz: 91
Gesamt:  1372 ms

Für Landschaft01.jpg: 
Berechnungszeit KPs: 62
Berechnungszeit Cluster: 67
Berechnungszeit Distanz: 71
Gesamt:  200 ms

Für Landschaft01_bw.jpg: 
Berechnungszeit KPs: 60
Berechnungszeit Cluster: 71
Berechnungszeit Distanz: 69
Gesamt:  200 ms

Für Landschaft01_mir.jpg: 
Berechnungszeit KPs: 70
Berechnungszeit Cluster: 82
Berechnungszeit Distanz: 62
Gesamt:  214 ms

Für Landschaft01_rot.jpg: 
Berechnungszeit KPs: 63
Berechnungszeit Cluster: 59
Berechnungszeit Distanz: 73
Gesamt:  195 ms

Für Landschaft02.jpg: 
Berechnungszeit KPs: 58
Berechnungszeit Cluster: 54
Berechnungszeit Distanz: 70
Gesamt:  182 ms

Für Landschaft02_bw.jpg: 
Berechnungszeit KPs: 78
Berechnungszeit Cluster: 51
Berechnungszeit Distanz: 67
Gesamt:  196 ms

Für Landschaft02_mir.jpg: 
Berechnungszeit KPs: 91
