Zeitstempel: 2020-09-23T14:29:01.037  ///  Zu vergleichendes Bild: Bike05
Distanz zwischen Bike05 und Bike04_bw => 8209.466634820445
Distanz zwischen Bike05 und Bike04_mir => 8489.552736927015
Distanz zwischen Bike05 und Bike04_rot => 3618.4601272687337
Distanz zwischen Bike05 und Bike05 => 0.0
Distanz zwischen Bike05 und Bike05_bw => 541.085982537076
Distanz zwischen Bike05 und Bike05_mir => 89.12515269326818
Distanz zwischen Bike05 und Bike05_rot => 8870.255900687289
Distanz zwischen Bike05 und Bike06 => 10680.1081191696
Distanz zwischen Bike05 und Bike06_bw => 10812.127538063529
Distanz zwischen Bike05 und Bike06_mir => 10646.081238298248
Distanz zwischen Bike05 und Bike06_rot => 14105.679551356705
Distanz zwischen Bike05 und Bike07 => 7434.1198848943295
Distanz zwischen Bike05 und Bike07_bw => 7536.071417125855
Distanz zwischen Bike05 und Bike07_mir => 7456.084995202347
Distanz zwischen Bike05 und Bike07_rot => 12119.05243450685
Distanz zwischen Bike05 und Bike08 => 19956.407831884702
Distanz zwischen Bike05 und Bike08_bw => 19664.18212502716
Distanz zwischen Bike05 und Bike08_mir => 7580.205214569126
Distanz zwischen Bike05 und Bike08_rot => 5255.291099567276
Distanz zwischen Bike05 und Bike09 => 7185.696065980156
Distanz zwischen Bike05 und Bike09_bw => 7349.081640213304
Distanz zwischen Bike05 und Bike09_mir => 7204.924797341644
Distanz zwischen Bike05 und Bike09_rot => 13473.471844870535
Distanz zwischen Bike05 und Bike10 => 9064.516746034815
Distanz zwischen Bike05 und Bike10_bw => 9340.342762583245
Distanz zwischen Bike05 und Bike10_mir => 9091.72706394099
Distanz zwischen Bike05 und Bike10_rot => 4882.077025259216
Distanz zwischen Bike05 und Landschaft01 => 35724.0014126154
Distanz zwischen Bike05 und Landschaft01_bw => 35961.292612252066
Distanz zwischen Bike05 und Landschaft01_mir => 35485.31924054763
Distanz zwischen Bike05 und Landschaft01_rot => 37070.480412660916
Distanz zwischen Bike05 und Landschaft02 => 36175.522103830444
Distanz zwischen Bike05 und Landschaft02_bw => 36415.24670262882
Distanz zwischen Bike05 und Landschaft02_mir => 35702.15542582904
Distanz zwischen Bike05 und Landschaft02_rot => 36795.67179306344
Distanz zwischen Bike05 und Landschaft03 => 31970.71998825603
Distanz zwischen Bike05 und Landschaft03_bw => 32454.25415263594
Distanz zwischen Bike05 und Landschaft03_mir => 31904.63445943132
Distanz zwischen Bike05 und Landschaft03_rot => 34295.76765990062
Distanz zwischen Bike05 und Landschaft04 => 36280.3825581447
Distanz zwischen Bike05 und Landschaft04_bw => 35232.61250569449
Distanz zwischen Bike05 und Landschaft04_mir => 36031.73493275911
Distanz zwischen Bike05 und Landschaft04_rot => 37435.14890627125
Distanz zwischen Bike05 und Landschaft05 => 34051.02881230755
Distanz zwischen Bike05 und Landschaft05_bw => 34305.53398898817
Distanz zwischen Bike05 und Landschaft05_mir => 34664.598356892224
Distanz zwischen Bike05 und Landschaft05_rot => 36145.697392286595
Distanz zwischen Bike05 und Landschaft07 => 40628.26576832158
Distanz zwischen Bike05 und Landschaft07_bw => 41169.881220542076
Distanz zwischen Bike05 und Landschaft07_mir => 40225.96042985139
Distanz zwischen Bike05 und Landschaft07_rot => 40382.5375313131
Distanz zwischen Bike05 und Landschaft09 => 36746.55282952386
Distanz zwischen Bike05 und Landschaft09_bw => 36919.1750935366
Distanz zwischen Bike05 und Landschaft09_mir => 36624.74715477243
Distanz zwischen Bike05 und Landschaft09_rot => 38870.476340076246
Distanz zwischen Bike05 und Landschaft10 => 37532.572062993284
Distanz zwischen Bike05 und Landschaft10_bw => 37528.28631088066
Distanz zwischen Bike05 und Landschaft10_mir => 37514.66426184373
Distanz zwischen Bike05 und Landschaft10_rot => 38283.64629825877
Distanz zwischen Bike05 und Mensch01 => 6603.237092744144
Distanz zwischen Bike05 und Mensch01_bw => 6648.067382581172
Distanz zwischen Bike05 und Mensch01_mir => 6656.23655505145
Distanz zwischen Bike05 und Mensch01_rot => 14156.793196032537
Distanz zwischen Bike05 und Mensch02 => 16660.254203142984
Distanz zwischen Bike05 und Mensch02_bw => 16443.06879540677
Distanz zwischen Bike05 und Mensch02_mir => 16514.661787304256
Distanz zwischen Bike05 und Mensch02_rot => 20179.640305593366
Distanz zwischen Bike05 und Mensch03 => 31905.02317574992
Distanz zwischen Bike05 und Mensch03_bw => 32186.908278017374
Distanz zwischen Bike05 und Mensch03_mir => 31966.30066316046
Distanz zwischen Bike05 und Mensch03_rot => 32793.36161562909
Distanz zwischen Bike05 und Mensch04 => 9524.155405734478
Distanz zwischen Bike05 und Mensch05 => 11486.949359522494
Distanz zwischen Bike05 und Mensch05_bw => 11624.244219790613
Distanz zwischen Bike05 und Mensch05_mir => 11680.724193792843
Distanz zwischen Bike05 und Mensch05_rot => 14884.548508624366
Distanz zwischen Bike05 und Mensch06 => 21288.208841709882
Distanz zwischen Bike05 und Mensch06_bw => 21430.668292175927
Distanz zwischen Bike05 und Mensch06_mir => 21254.171422453812
Distanz zwischen Bike05 und Mensch06_rot => 24518.28178699858
Distanz zwischen Bike05 und Mensch07 => 13173.56263904098
Distanz zwischen Bike05 und Mensch07_bw => 13401.704696235673
Distanz zwischen Bike05 und Mensch07_mir => 13177.103101849994
Distanz zwischen Bike05 und Mensch07_rot => 16715.861914015582
Distanz zwischen Bike05 und Mensch08 => 23173.100961524888
Distanz zwischen Bike05 und Mensch08_bw => 23168.20145417984
Distanz zwischen Bike05 und Mensch08_mir => 23410.488106713623
Distanz zwischen Bike05 und Mensch08_rot => 26671.753624162757
Distanz zwischen Bike05 und Mensch09 => 5396.276915155037
Distanz zwischen Bike05 und Mensch09_bw => 5174.183592833151
Distanz zwischen Bike05 und Mensch09_mir => 5556.129937559272
Distanz zwischen Bike05 und Mensch09_rot => 11922.187790733235
Distanz zwischen Bike05 und Mensch10 => 18237.533726617025
Distanz zwischen Bike05 und Mensch10_bw => 18109.550544097794
Distanz zwischen Bike05 und Mensch10_mir => 18686.9616043048
Distanz zwischen Bike05 und Mensch10_rot => 23456.3119859899
Distanz zwischen Bike05 und Pferd01 => 12095.322699469576
Distanz zwischen Bike05 und Pferd01_bw => 11554.241995740129
Distanz zwischen Bike05 und Pferd01_mir => 12019.475892869817
Distanz zwischen Bike05 und Pferd01_rot => 19657.123031585623
Distanz zwischen Bike05 und Pferd02 => 1920.7268912749714
Distanz zwischen Bike05 und Pferd02_bw => 1701.8806412015783
Distanz zwischen Bike05 und Pferd02_mir => 2260.3556445379327
Distanz zwischen Bike05 und Pferd02_rot => 7806.054452371428
Distanz zwischen Bike05 und Pferd03 => 21224.189172354258
Distanz zwischen Bike05 und Pferd03_bw => 20968.885600773927
Distanz zwischen Bike05 und Pferd03_mir => 21253.44787498572
Distanz zwischen Bike05 und Pferd03_rot => 24747.055575709557
Distanz zwischen Bike05 und Pferd04 => 19187.624282835717
Distanz zwischen Bike05 und Pferd04_bw => 18505.645989083227
Distanz zwischen Bike05 und Pferd04_mir => 19271.736462215616
Distanz zwischen Bike05 und Pferd04_rot => 21865.06233137321
Distanz zwischen Bike05 und Pferd05 => 18688.90345032407
Distanz zwischen Bike05 und Pferd05_bw => 18276.802929537975
Distanz zwischen Bike05 und Pferd05_mir => 18623.428626564688
Distanz zwischen Bike05 und Pferd05_rot => 23187.392750817882
Distanz zwischen Bike05 und Pferd06 => 6448.270472040388
Distanz zwischen Bike05 und Pferd06_bw => 6029.27666405554
Distanz zwischen Bike05 und Pferd06_mir => 5832.701790590302
Distanz zwischen Bike05 und Pferd06_rot => 6245.8283974218575
Distanz zwischen Bike05 und Pferd07 => 4656.922056045584
Distanz zwischen Bike05 und Pferd07_bw => 3930.207660014522
Distanz zwischen Bike05 und Pferd07_mir => 4565.872126632694
Distanz zwischen Bike05 und Pferd07_rot => 12096.886097342056
Distanz zwischen Bike05 und Pferd08 => 12794.03232551049
Distanz zwischen Bike05 und Pferd08_bw => 12271.436055188078
Distanz zwischen Bike05 und Pferd08_mir => 12814.082864897999
Distanz zwischen Bike05 und Pferd08_rot => 19496.589579683114
Distanz zwischen Bike05 und Pferd09 => 16929.71654240012
Distanz zwischen Bike05 und Pferd09_bw => 16713.494682972967
Distanz zwischen Bike05 und Pferd09_mir => 17061.415762143817
Distanz zwischen Bike05 und Pferd09_rot => 19097.9757929644
Distanz zwischen Bike05 und Pferd10 => 14412.865176877167
Distanz zwischen Bike05 und Pferd10_bw => 14374.768069771571
Distanz zwischen Bike05 und Pferd10_mir => 14461.635007334573
Distanz zwischen Bike05 und Pferd10_rot => 17035.633178065935
Distanz zwischen Bike05 und Rad01 => 59438.1933977005
Distanz zwischen Bike05 und Rad01_bw => 59354.74973701034
Distanz zwischen Bike05 und Rad01_mir => 59436.17449655436
Distanz zwischen Bike05 und Rad01_rot => 49443.364371968564
Distanz zwischen Bike05 und Rad03 => 41866.71666444596
Distanz zwischen Bike05 und Rad03_bw => 41109.57018528777
Distanz zwischen Bike05 und Rad03_mir => 41874.34641625408
Distanz zwischen Bike05 und Rad03_rot => 33328.0774233107
Distanz zwischen Bike05 und Rad04 => 39082.45812462847
Distanz zwischen Bike05 und Rad04_bw => 38906.10449349898
Distanz zwischen Bike05 und Rad04_mir => 39083.76057947678
Distanz zwischen Bike05 und Rad04_rot => 31163.628242363935
Distanz zwischen Bike05 und Rad05 => 49320.805836148655
Distanz zwischen Bike05 und Rad06 => 68208.06855208572
Distanz zwischen Bike05 und Rad07 => 45520.32674110759
Distanz zwischen Bike05 und Rad07_bw => 45269.81080710085
Distanz zwischen Bike05 und Rad07_mir => 45517.290734893475
Distanz zwischen Bike05 und Rad07_rot => 38277.14558378415
Distanz zwischen Bike05 und Rad08 => 50779.2818184111
Distanz zwischen Bike05 und Rad08_bw => 51411.093802910545
Distanz zwischen Bike05 und Rad08_mir => 50778.673294033266
Distanz zwischen Bike05 und Rad08_rot => 43354.55957453205
Distanz zwischen Bike05 und Rad09 => 47977.97964286045
Distanz zwischen Bike05 und Rad09_bw => 47016.743050446195
Distanz zwischen Bike05 und Rad09_mir => 47980.00857673198
Distanz zwischen Bike05 und Rad09_rot => 40124.22943741454
Distanz zwischen Bike05 und Rad10 => 4811.3311801257105
Distanz zwischen Bike05 und Rad10_bw => 3988.2647541627703
Distanz zwischen Bike05 und Rad10_mir => 4707.783738330619
Distanz zwischen Bike05 und Rad10_rot => 1364.3110176927653
Distanz zwischen Bike05 und Schaf01 => 13006.044410202103
Distanz zwischen Bike05 und Schaf01_bw => 12630.511758301438
Distanz zwischen Bike05 und Schaf01_mir => 13170.426229046603
Distanz zwischen Bike05 und Schaf01_rot => 4848.449586792382
Distanz zwischen Bike05 und Schaf02 => 9261.92554909263
Distanz zwischen Bike05 und Schaf03 => 15939.870515132925
Distanz zwischen Bike05 und Schaf03_bw => 16668.929612725704
Distanz zwischen Bike05 und Schaf03_mir => 15994.56125200804
Distanz zwischen Bike05 und Schaf03_rot => 17462.537134567607
Distanz zwischen Bike05 und Schaf04 => 19087.950996040414
Distanz zwischen Bike05 und Schaf04_bw => 19867.63369180911
Distanz zwischen Bike05 und Schaf04_mir => 18742.12276116158
Distanz zwischen Bike05 und Schaf04_rot => 20077.13517409669
Distanz zwischen Bike05 und Schaf06 => 10167.974072230316
Distanz zwischen Bike05 und Schaf06_bw => 11127.953159999843
Distanz zwischen Bike05 und Schaf06_mir => 10195.972530804826
Distanz zwischen Bike05 und Schaf06_rot => 11398.031356928113
Distanz zwischen Bike05 und Schaf07 => 8356.338781463603
Distanz zwischen Bike05 und Schaf07_bw => 9130.459892909008
Distanz zwischen Bike05 und Schaf07_mir => 8386.955755335433
Distanz zwischen Bike05 und Schaf07_rot => 9837.463875212314
Distanz zwischen Bike05 und Schaf10 => 5956.788524738939
Distanz zwischen Bike05 und Schaf10_bw => 4903.74464550423
Distanz zwischen Bike05 und Schaf10_mir => 5928.791620558037
Distanz zwischen Bike05 und Schaf10_rot => 2179.492121953004
___________________________________________________________________________________


Execution Time: 418 s
Score (Image): 5

Score (Schwarz-wei�): 8
Score (Rotiert 90 Grad): 0
Score (Gespiegelt): 9
___________________________________________________________________________________

Performance: 

Für Auto01.png: 
Berechnungszeit KPs: 373
Berechnungszeit Cluster: 3937
Berechnungszeit Distanz: 144
Gesamt:  4454 ms

Für Auto01_bw.png: 
Berechnungszeit KPs: 378
Berechnungszeit Cluster: 3700
Berechnungszeit Distanz: 336
Gesamt:  4414 ms

Für Auto01_mir.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 3685
Berechnungszeit Distanz: 60
Gesamt:  4144 ms

Für Auto01_rot.png: 
Berechnungszeit KPs: 303
Berechnungszeit Cluster: 3875
Berechnungszeit Distanz: 233
Gesamt:  4411 ms

Für Auto02.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 2946
Berechnungszeit Distanz: 265
Gesamt:  3501 ms

Für Auto02_bw.png: 
Berechnungszeit KPs: 308
Berechnungszeit Cluster: 2758
Berechnungszeit Distanz: 270
Gesamt:  3336 ms

Für Auto02_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 2524
Berechnungszeit Distanz: 265
Gesamt:  3081 ms

Für Auto02_rot.png: 
Berechnungszeit KPs: 275
Berechnungszeit Cluster: 2114
Berechnungszeit Distanz: 293
Gesamt:  2682 ms

Für Auto03.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 698
Berechnungszeit Distanz: 271
Gesamt:  1160 ms

Für Auto03_bw.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 734
Berechnungszeit Distanz: 142
Gesamt:  1067 ms

Für Auto03_mir.png: 
Berechnungszeit KPs: 195
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 141
Gesamt:  1038 ms

Für Auto03_rot.png: 
Berechnungszeit KPs: 189
Berechnungszeit Cluster: 574
Berechnungszeit Distanz: 161
Gesamt:  924 ms

Für Auto04.png: 
Berechnungszeit KPs: 231
Berechnungszeit Cluster: 1558
Berechnungszeit Distanz: 161
Gesamt:  1950 ms

Für Auto04_bw.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1231
Berechnungszeit Distanz: 173
Gesamt:  1637 ms

Für Auto04_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1352
Berechnungszeit Distanz: 156
Gesamt:  1741 ms

Für Auto04_rot.png: 
Berechnungszeit KPs: 224
Berechnungszeit Cluster: 954
Berechnungszeit Distanz: 173
Gesamt:  1351 ms

Für Auto05.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 3031
Berechnungszeit Distanz: 142
Gesamt:  3463 ms

Für Auto05_bw.png: 
Berechnungszeit KPs: 297
Berechnungszeit Cluster: 3106
Berechnungszeit Distanz: 137
Gesamt:  3540 ms

Für Auto05_mir.png: 
Berechnungszeit KPs: 293
Berechnungszeit Cluster: 3009
Berechnungszeit Distanz: 157
Gesamt:  3459 ms

Für Auto05_rot.png: 
Berechnungszeit KPs: 281
Berechnungszeit Cluster: 3004
Berechnungszeit Distanz: 133
Gesamt:  3418 ms

Für Auto06.png: 
Berechnungszeit KPs: 315
Berechnungszeit Cluster: 3511
Berechnungszeit Distanz: 151
Gesamt:  3977 ms

Für Auto06_bw.png: 
Berechnungszeit KPs: 374
Berechnungszeit Cluster: 2959
Berechnungszeit Distanz: 164
Gesamt:  3497 ms

Für Auto06_mir.png: 
Berechnungszeit KPs: 420
Berechnungszeit Cluster: 3103
Berechnungszeit Distanz: 152
Gesamt:  3675 ms

Für Auto06_rot.png: 
Berechnungszeit KPs: 294
Berechnungszeit Cluster: 2499
Berechnungszeit Distanz: 152
Gesamt:  2945 ms

Für Auto07.png: 
Berechnungszeit KPs: 407
Berechnungszeit Cluster: 1799
Berechnungszeit Distanz: 175
Gesamt:  2381 ms

Für Auto08.png: 
Berechnungszeit KPs: 253
Berechnungszeit Cluster: 1622
Berechnungszeit Distanz: 162
Gesamt:  2037 ms

Für Auto08_bw.png: 
Berechnungszeit KPs: 339
Berechnungszeit Cluster: 1505
Berechnungszeit Distanz: 141
Gesamt:  1985 ms

Für Auto08_mir.png: 
Berechnungszeit KPs: 313
Berechnungszeit Cluster: 1527
Berechnungszeit Distanz: 81
Gesamt:  1921 ms

Für Auto08_rot.png: 
Berechnungszeit KPs: 243
Berechnungszeit Cluster: 1232
Berechnungszeit Distanz: 91
Gesamt:  1566 ms

Für Auto09.png: 
Berechnungszeit KPs: 227
Berechnungszeit Cluster: 1584
Berechnungszeit Distanz: 94
Gesamt:  1905 ms

Für Auto09_bw.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1447
Berechnungszeit Distanz: 79
Gesamt:  1756 ms

Für Auto09_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1416
Berechnungszeit Distanz: 91
Gesamt:  1740 ms

Für Auto09_rot.png: 
Berechnungszeit KPs: 213
Berechnungszeit Cluster: 1254
Berechnungszeit Distanz: 90
Gesamt:  1557 ms

Für Auto10.png: 
Berechnungszeit KPs: 266
Berechnungszeit Cluster: 2528
Berechnungszeit Distanz: 81
Gesamt:  2875 ms

Für Auto10_bw.png: 
Berechnungszeit KPs: 261
Berechnungszeit Cluster: 2480
Berechnungszeit Distanz: 81
Gesamt:  2822 ms

Für Auto10_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 2266
Berechnungszeit Distanz: 84
Gesamt:  2615 ms

Für Auto10_rot.png: 
Berechnungszeit KPs: 251
Berechnungszeit Cluster: 1870
Berechnungszeit Distanz: 99
Gesamt:  2220 ms

Für Bike01.png: 
Berechnungszeit KPs: 119
Berechnungszeit Cluster: 413
Berechnungszeit Distanz: 83
Gesamt:  615 ms

Für Bike01_bw.png: 
Berechnungszeit KPs: 115
Berechnungszeit Cluster: 391
Berechnungszeit Distanz: 80
Gesamt:  586 ms

Für Bike01_mir.png: 
Berechnungszeit KPs: 111
Berechnungszeit Cluster: 364
Berechnungszeit Distanz: 91
Gesamt:  566 ms

Für Bike01_rot.png: 
Berechnungszeit KPs: 108
Berechnungszeit Cluster: 236
Berechnungszeit Distanz: 81
Gesamt:  425 ms

Für Bike02.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 2484
Berechnungszeit Distanz: 85
Gesamt:  2762 ms

Für Bike02_bw.png: 
Berechnungszeit KPs: 206
Berechnungszeit Cluster: 3104
Berechnungszeit Distanz: 70
Gesamt:  3380 ms

Für Bike02_mir.png: 
Berechnungszeit KPs: 262
Berechnungszeit Cluster: 2339
Berechnungszeit Distanz: 81
Gesamt:  2682 ms

Für Bike02_rot.png: 
Berechnungszeit KPs: 192
Berechnungszeit Cluster: 1438
Berechnungszeit Distanz: 81
Gesamt:  1711 ms

Für Bike03.png: 
Berechnungszeit KPs: 139
Berechnungszeit Cluster: 637
Berechnungszeit Distanz: 81
Gesamt:  857 ms

Für Bike03_bw.png: 
Berechnungszeit KPs: 126
Berechnungszeit Cluster: 666
Berechnungszeit Distanz: 70
Gesamt:  862 ms

Für Bike03_mir.png: 
Berechnungszeit KPs: 160
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 79
Gesamt:  941 ms

Für Bike03_rot.png: 
Berechnungszeit KPs: 175
Berechnungszeit Cluster: 441
Berechnungszeit Distanz: 78
Gesamt:  694 ms

Für Bike04.png: 
Berechnungszeit KPs: 240
Berechnungszeit Cluster: 1833
Berechnungszeit Distanz: 91
Gesamt:  2164 ms

Für Bike04_bw.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 1708
Berechnungszeit Distanz: 89
Gesamt:  1990 ms

Für Bike04_mir.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 1719
Berechnungszeit Distanz: 72
Gesamt:  1981 ms

Für Bike04_rot.png: 
Berechnungszeit KPs: 274
Berechnungszeit Cluster: 1141
Berechnungszeit Distanz: 89
Gesamt:  1504 ms

Für Bike05.png: 
Berechnungszeit KPs: 305
Berechnungszeit Cluster: 1322
Berechnungszeit Distanz: 81
Gesamt:  1708 ms

Für Bike05_bw.png: 
Berechnungszeit KPs: 335
Berechnungszeit Cluster: 1333
Berechnungszeit Distanz: 95
Gesamt:  1763 ms

Für Bike05_mir.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1480
Berechnungszeit Distanz: 80
Gesamt:  1790 ms

Für Bike05_rot.png: 
Berechnungszeit KPs: 216
Berechnungszeit Cluster: 811
Berechnungszeit Distanz: 71
Gesamt:  1098 ms

Für Bike06.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 746
Berechnungszeit Distanz: 81
Gesamt:  1018 ms

Für Bike06_bw.png: 
Berechnungszeit KPs: 199
Berechnungszeit Cluster: 722
Berechnungszeit Distanz: 71
Gesamt:  992 ms

Für Bike06_mir.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 788
Berechnungszeit Distanz: 81
Gesamt:  1069 ms

Für Bike06_rot.png: 
Berechnungszeit KPs: 201
Berechnungszeit Cluster: 579
Berechnungszeit Distanz: 88
Gesamt:  868 ms

Für Bike07.png: 
Berechnungszeit KPs: 268
Berechnungszeit Cluster: 887
Berechnungszeit Distanz: 76
Gesamt:  1231 ms

Für Bike07_bw.png: 
Berechnungszeit KPs: 214
Berechnungszeit Cluster: 913
Berechnungszeit Distanz: 80
Gesamt:  1207 ms

Für Bike07_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 875
Berechnungszeit Distanz: 81
Gesamt:  1221 ms

Für Bike07_rot.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 659
Berechnungszeit Distanz: 71
Gesamt:  930 ms

Für Bike08.png: 
Berechnungszeit KPs: 331
Berechnungszeit Cluster: 2888
Berechnungszeit Distanz: 68
Gesamt:  3287 ms

Für Bike08_bw.png: 
Berechnungszeit KPs: 289
Berechnungszeit Cluster: 2621
Berechnungszeit Distanz: 61
Gesamt:  2971 ms

Für Bike08_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 1892
Berechnungszeit Distanz: 71
Gesamt:  2255 ms

Für Bike08_rot.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 1597
Berechnungszeit Distanz: 72
Gesamt:  2068 ms

Für Bike09.png: 
Berechnungszeit KPs: 280
Berechnungszeit Cluster: 896
Berechnungszeit Distanz: 81
Gesamt:  1257 ms

Für Bike09_bw.png: 
Berechnungszeit KPs: 203
Berechnungszeit Cluster: 890
Berechnungszeit Distanz: 73
Gesamt:  1166 ms

Für Bike09_mir.png: 
Berechnungszeit KPs: 205
Berechnungszeit Cluster: 942
Berechnungszeit Distanz: 81
Gesamt:  1228 ms

Für Bike09_rot.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 636
Berechnungszeit Distanz: 71
Gesamt:  897 ms

Für Bike10.png: 
Berechnungszeit KPs: 272
Berechnungszeit Cluster: 1767
Berechnungszeit Distanz: 81
Gesamt:  2120 ms

Für Bike10_bw.png: 
Berechnungszeit KPs: 257
Berechnungszeit Cluster: 1696
Berechnungszeit Distanz: 92
Gesamt:  2045 ms

Für Bike10_mir.png: 
Berechnungszeit KPs: 260
Berechnungszeit Cluster: 2340
Berechnungszeit Distanz: 77
Gesamt:  2677 ms

Für Bike10_rot.png: 
Berechnungszeit KPs: 236
Berechnungszeit Cluster: 1045
Berechnungszeit Distanz: 91
Gesamt:  1372 ms

Für Landschaft01.jpg: 
Berechnungszeit KPs: 62
Berechnungszeit Cluster: 67
Berechnungszeit Distanz: 71
Gesamt:  200 ms

Für Landschaft01_bw.jpg: 
Berechnungszeit KPs: 60
Berechnungszeit Cluster: 71
Berechnungszeit Distanz: 69
Gesamt:  200 ms

Für Landschaft01_mir.jpg: 
Berechnungszeit KPs: 70
Berechnungszeit Cluster: 82
Berechnungszeit Distanz: 62
Gesamt:  214 ms

Für Landschaft01_rot.jpg: 
Berechnungszeit KPs: 63
Berechnungszeit Cluster: 59
Berechnungszeit Distanz: 73
Gesamt:  195 ms

Für Landschaft02.jpg: 
Berechnungszeit KPs: 58
Berechnungszeit Cluster: 54
Berechnungszeit Distanz: 70
Gesamt:  182 ms

Für Landschaft02_bw.jpg: 
Berechnungszeit KPs: 78
Berechnungszeit Cluster: 51
Berechnungszeit Distanz: 67
Gesamt:  196 ms

Für Landschaft02_mir.jpg: 
Berechnungszeit KPs: 91
