Zeitstempel: 2020-09-23T14:42:50.622  ///  Zu vergleichendes Bild: Bike07
Distanz zwischen Bike07 und Bike04_bw => 15006.1400828974
Distanz zwischen Bike07 und Bike04_mir => 15182.15966299424
Distanz zwischen Bike07 und Bike04_rot => 4607.754725492435
Distanz zwischen Bike07 und Bike05 => 7434.1198848943295
Distanz zwischen Bike07 und Bike05_bw => 7887.357311394036
Distanz zwischen Bike07 und Bike05_mir => 7381.4345596771245
Distanz zwischen Bike07 und Bike05_rot => 1718.2061849727895
Distanz zwischen Bike07 und Bike06 => 3316.240729621821
Distanz zwischen Bike07 und Bike06_bw => 3508.1278374555036
Distanz zwischen Bike07 und Bike06_mir => 3277.9552742836045
Distanz zwischen Bike07 und Bike06_rot => 6728.953149599813
Distanz zwischen Bike07 und Bike07 => 0.0
Distanz zwischen Bike07 und Bike07_bw => 206.94609415300022
Distanz zwischen Bike07 und Bike07_mir => 48.91992722077964
Distanz zwischen Bike07 und Bike07_rot => 4685.255309048522
Distanz zwischen Bike07 und Bike08 => 26817.51758383661
Distanz zwischen Bike07 und Bike08_bw => 26531.93214551694
Distanz zwischen Bike07 und Bike08_mir => 14515.89679207451
Distanz zwischen Bike07 und Bike08_rot => 12177.950588387575
Distanz zwischen Bike07 und Bike09 => 616.5270204836638
Distanz zwischen Bike07 und Bike09_bw => 461.3257880308505
Distanz zwischen Bike07 und Bike09_mir => 592.0655422130185
Distanz zwischen Bike07 und Bike09_rot => 6111.1039952367855
Distanz zwischen Bike07 und Bike10 => 16530.208947078863
Distanz zwischen Bike07 und Bike10_bw => 16792.429918181006
Distanz zwischen Bike07 und Bike10_mir => 16558.343959042984
Distanz zwischen Bike07 und Bike10_rot => 3596.735399003492
Distanz zwischen Bike07 und Landschaft01 => 28120.78465266301
Distanz zwischen Bike07 und Landschaft01_bw => 28339.98890146635
Distanz zwischen Bike07 und Landschaft01_mir => 27870.52235651659
Distanz zwischen Bike07 und Landschaft01_rot => 29454.346527438433
Distanz zwischen Bike07 und Landschaft02 => 28794.746165152214
Distanz zwischen Bike07 und Landschaft02_bw => 28570.35228875354
Distanz zwischen Bike07 und Landschaft02_mir => 28465.23859868315
Distanz zwischen Bike07 und Landschaft02_rot => 29021.410641982406
Distanz zwischen Bike07 und Landschaft03 => 24419.56815989629
Distanz zwischen Bike07 und Landschaft03_bw => 24903.766013752196
Distanz zwischen Bike07 und Landschaft03_mir => 24361.00349713573
Distanz zwischen Bike07 und Landschaft03_rot => 26782.923249066975
Distanz zwischen Bike07 und Landschaft04 => 28210.54641385737
Distanz zwischen Bike07 und Landschaft04_bw => 27359.212750984134
Distanz zwischen Bike07 und Landschaft04_mir => 27981.07440861534
Distanz zwischen Bike07 und Landschaft04_rot => 29502.98422161722
Distanz zwischen Bike07 und Landschaft05 => 26588.442410077998
Distanz zwischen Bike07 und Landschaft05_bw => 26718.793463376733
Distanz zwischen Bike07 und Landschaft05_mir => 27120.005189437517
Distanz zwischen Bike07 und Landschaft05_rot => 28575.90841732053
Distanz zwischen Bike07 und Landschaft07 => 32823.303868989635
Distanz zwischen Bike07 und Landschaft07_bw => 33270.3711111976
Distanz zwischen Bike07 und Landschaft07_mir => 32513.505874396622
Distanz zwischen Bike07 und Landschaft07_rot => 32742.73001041646
Distanz zwischen Bike07 und Landschaft09 => 29331.18051047157
Distanz zwischen Bike07 und Landschaft09_bw => 29540.874652550938
Distanz zwischen Bike07 und Landschaft09_mir => 29213.809298734093
Distanz zwischen Bike07 und Landschaft09_rot => 31272.331605356412
Distanz zwischen Bike07 und Landschaft10 => 30084.231621000235
Distanz zwischen Bike07 und Landschaft10_bw => 29581.68940716281
Distanz zwischen Bike07 und Landschaft10_mir => 30084.244892096955
Distanz zwischen Bike07 und Landschaft10_rot => 30666.518773805255
Distanz zwischen Bike07 und Mensch01 => 1604.4618994012499
Distanz zwischen Bike07 und Mensch01_bw => 1566.0387798918641
Distanz zwischen Bike07 und Mensch01_mir => 1582.0552755160597
Distanz zwischen Bike07 und Mensch01_rot => 6973.251117011752
Distanz zwischen Bike07 und Mensch02 => 9343.108808689503
Distanz zwischen Bike07 und Mensch02_bw => 9147.450411830308
Distanz zwischen Bike07 und Mensch02_mir => 9257.687656873137
Distanz zwischen Bike07 und Mensch02_rot => 12850.4114228876
Distanz zwischen Bike07 und Mensch03 => 24608.12294649639
Distanz zwischen Bike07 und Mensch03_bw => 24859.837492561415
Distanz zwischen Bike07 und Mensch03_mir => 24655.931237439047
Distanz zwischen Bike07 und Mensch03_rot => 25448.837132842535
Distanz zwischen Bike07 und Mensch04 => 2414.876738541873
Distanz zwischen Bike07 und Mensch05 => 4414.84777671155
Distanz zwischen Bike07 und Mensch05_bw => 4544.723130913024
Distanz zwischen Bike07 und Mensch05_mir => 4595.941282309301
Distanz zwischen Bike07 und Mensch05_rot => 7737.069951565856
Distanz zwischen Bike07 und Mensch06 => 13554.946979424976
Distanz zwischen Bike07 und Mensch06_bw => 13707.139224059434
Distanz zwischen Bike07 und Mensch06_mir => 13524.457036675596
Distanz zwischen Bike07 und Mensch06_rot => 16828.20685251336
Distanz zwischen Bike07 und Mensch07 => 6162.516205721652
Distanz zwischen Bike07 und Mensch07_bw => 6367.781046688405
Distanz zwischen Bike07 und Mensch07_mir => 6213.256057010238
Distanz zwischen Bike07 und Mensch07_rot => 9610.675833168041
Distanz zwischen Bike07 und Mensch08 => 15965.56314650302
Distanz zwischen Bike07 und Mensch08_bw => 15936.537000394774
Distanz zwischen Bike07 und Mensch08_mir => 16034.926098764578
Distanz zwischen Bike07 und Mensch08_rot => 19308.3434199047
Distanz zwischen Bike07 und Mensch09 => 2631.2058166149814
Distanz zwischen Bike07 und Mensch09_bw => 2827.2164306448585
Distanz zwischen Bike07 und Mensch09_mir => 2519.433380194921
Distanz zwischen Bike07 und Mensch09_rot => 4506.026154455287
Distanz zwischen Bike07 und Mensch10 => 9986.229396994671
Distanz zwischen Bike07 und Mensch10_bw => 9915.409599014558
Distanz zwischen Bike07 und Mensch10_mir => 10435.81041313422
Distanz zwischen Bike07 und Mensch10_rot => 15322.675075733201
Distanz zwischen Bike07 und Pferd01 => 4853.012710411304
Distanz zwischen Bike07 und Pferd01_bw => 4284.022436053615
Distanz zwischen Bike07 und Pferd01_mir => 4780.69174469363
Distanz zwischen Bike07 und Pferd01_rot => 12412.380787136704
Distanz zwischen Bike07 und Pferd02 => 7074.41231873521
Distanz zwischen Bike07 und Pferd02_bw => 7304.079749083359
Distanz zwischen Bike07 und Pferd02_mir => 6698.9173109664025
Distanz zwischen Bike07 und Pferd02_rot => 1066.1889834247181
Distanz zwischen Bike07 und Pferd03 => 13684.964464544742
Distanz zwischen Bike07 und Pferd03_bw => 13366.800486607368
Distanz zwischen Bike07 und Pferd03_mir => 13711.683401156268
Distanz zwischen Bike07 und Pferd03_rot => 17116.99515776552
Distanz zwischen Bike07 und Pferd04 => 11852.763277204682
Distanz zwischen Bike07 und Pferd04_bw => 11164.665769052957
Distanz zwischen Bike07 und Pferd04_mir => 11831.05422023355
Distanz zwischen Bike07 und Pferd04_rot => 14433.7982520865
Distanz zwischen Bike07 und Pferd05 => 11028.82651817135
Distanz zwischen Bike07 und Pferd05_bw => 10594.53644841496
Distanz zwischen Bike07 und Pferd05_mir => 10961.515716583968
Distanz zwischen Bike07 und Pferd05_rot => 15553.075189911162
Distanz zwischen Bike07 und Pferd06 => 13199.191911039688
Distanz zwischen Bike07 und Pferd06_bw => 12733.43565158988
Distanz zwischen Bike07 und Pferd06_mir => 12595.318156738398
Distanz zwischen Bike07 und Pferd06_rot => 2332.3047676657507
Distanz zwischen Bike07 und Pferd07 => 11453.471292502287
Distanz zwischen Bike07 und Pferd07_bw => 10753.812761587043
Distanz zwischen Bike07 und Pferd07_mir => 11370.443621430368
Distanz zwischen Bike07 und Pferd07_rot => 4664.8630988057885
Distanz zwischen Bike07 und Pferd08 => 5259.699615601803
Distanz zwischen Bike07 und Pferd08_bw => 4784.084057214851
Distanz zwischen Bike07 und Pferd08_mir => 5284.715077360452
Distanz zwischen Bike07 und Pferd08_rot => 12095.997582674821
Distanz zwischen Bike07 und Pferd09 => 9437.974724975798
Distanz zwischen Bike07 und Pferd09_bw => 9223.083252472014
Distanz zwischen Bike07 und Pferd09_mir => 9514.227809364551
Distanz zwischen Bike07 und Pferd09_rot => 11588.189438889647
Distanz zwischen Bike07 und Pferd10 => 6913.0501965147905
Distanz zwischen Bike07 und Pferd10_bw => 6864.4352355634055
Distanz zwischen Bike07 und Pferd10_mir => 6957.610119631839
Distanz zwischen Bike07 und Pferd10_rot => 9600.072327321093
Distanz zwischen Bike07 und Rad01 => 66799.80717183727
Distanz zwischen Bike07 und Rad01_bw => 66725.73611196602
Distanz zwischen Bike07 und Rad01_mir => 66800.74991066524
Distanz zwischen Bike07 und Rad01_rot => 56789.22349403502
Distanz zwischen Bike07 und Rad03 => 48771.155113440385
Distanz zwischen Bike07 und Rad03_bw => 48017.5863740159
Distanz zwischen Bike07 und Rad03_mir => 48775.80940788279
Distanz zwischen Bike07 und Rad03_rot => 40222.882140151014
Distanz zwischen Bike07 und Rad04 => 45988.190478588906
Distanz zwischen Bike07 und Rad04_bw => 45858.74076366544
Distanz zwischen Bike07 und Rad04_mir => 45991.42351093494
Distanz zwischen Bike07 und Rad04_rot => 38104.60585477271
Distanz zwischen Bike07 und Rad05 => 56530.88283148781
Distanz zwischen Bike07 und Rad06 => 75805.49817718322
Distanz zwischen Bike07 und Rad07 => 52449.19969930617
Distanz zwischen Bike07 und Rad07_bw => 52178.684899620996
Distanz zwischen Bike07 und Rad07_mir => 52447.530786065174
Distanz zwischen Bike07 und Rad07_rot => 45220.05483079091
Distanz zwischen Bike07 und Rad08 => 58560.10586765788
Distanz zwischen Bike07 und Rad08_bw => 59200.61998478829
Distanz zwischen Bike07 und Rad08_mir => 58564.215540395606
Distanz zwischen Bike07 und Rad08_rot => 51162.35206251641
Distanz zwischen Bike07 und Rad09 => 56286.169103555476
Distanz zwischen Bike07 und Rad09_bw => 55302.16573241385
Distanz zwischen Bike07 und Rad09_mir => 56285.27219823502
Distanz zwischen Bike07 und Rad09_rot => 48438.46524312151
Distanz zwischen Bike07 und Rad10 => 12459.347862675813
Distanz zwischen Bike07 und Rad10_bw => 11537.611168997462
Distanz zwischen Bike07 und Rad10_mir => 12357.796040113193
Distanz zwischen Bike07 und Rad10_rot => 7855.471862976584
Distanz zwischen Bike07 und Schaf01 => 20042.667871672435
Distanz zwischen Bike07 und Schaf01_bw => 19686.41674017217
Distanz zwischen Bike07 und Schaf01_mir => 20195.25788513468
Distanz zwischen Bike07 und Schaf01_rot => 11880.080334914152
Distanz zwischen Bike07 und Schaf02 => 1638.2209644525083
Distanz zwischen Bike07 und Schaf03 => 8534.722311477784
Distanz zwischen Bike07 und Schaf03_bw => 9136.78376565819
Distanz zwischen Bike07 und Schaf03_mir => 8539.834584019954
Distanz zwischen Bike07 und Schaf03_rot => 9891.355854985055
Distanz zwischen Bike07 und Schaf04 => 11551.134826107686
Distanz zwischen Bike07 und Schaf04_bw => 12303.866175738489
Distanz zwischen Bike07 und Schaf04_mir => 11338.91989443242
Distanz zwischen Bike07 und Schaf04_rot => 12503.596548622965
Distanz zwischen Bike07 und Schaf06 => 2752.80702143505
Distanz zwischen Bike07 und Schaf06_bw => 3698.638372186234
Distanz zwischen Bike07 und Schaf06_mir => 2763.192291960954
Distanz zwischen Bike07 und Schaf06_rot => 3894.4538028313177
Distanz zwischen Bike07 und Schaf07 => 999.6999656730746
Distanz zwischen Bike07 und Schaf07_bw => 1732.5938319385157
Distanz zwischen Bike07 und Schaf07_mir => 1001.1004160092785
Distanz zwischen Bike07 und Schaf07_rot => 2436.8763279904283
Distanz zwischen Bike07 und Schaf10 => 12635.149569806408
Distanz zwischen Bike07 und Schaf10_bw => 11600.123041848343
Distanz zwischen Bike07 und Schaf10_mir => 12576.38309123181
Distanz zwischen Bike07 und Schaf10_rot => 8906.611924203931
___________________________________________________________________________________


Execution Time: 415 s
Score (Image): 8

Score (Schwarz-wei�): 8
Score (Rotiert 90 Grad): 0
Score (Gespiegelt): 9
___________________________________________________________________________________

Performance: 

Für Auto01.png: 
Berechnungszeit KPs: 373
Berechnungszeit Cluster: 3937
Berechnungszeit Distanz: 144
Gesamt:  4454 ms

Für Auto01_bw.png: 
Berechnungszeit KPs: 378
Berechnungszeit Cluster: 3700
Berechnungszeit Distanz: 336
Gesamt:  4414 ms

Für Auto01_mir.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 3685
Berechnungszeit Distanz: 60
Gesamt:  4144 ms

Für Auto01_rot.png: 
Berechnungszeit KPs: 303
Berechnungszeit Cluster: 3875
Berechnungszeit Distanz: 233
Gesamt:  4411 ms

Für Auto02.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 2946
Berechnungszeit Distanz: 265
Gesamt:  3501 ms

Für Auto02_bw.png: 
Berechnungszeit KPs: 308
Berechnungszeit Cluster: 2758
Berechnungszeit Distanz: 270
Gesamt:  3336 ms

Für Auto02_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 2524
Berechnungszeit Distanz: 265
Gesamt:  3081 ms

Für Auto02_rot.png: 
Berechnungszeit KPs: 275
Berechnungszeit Cluster: 2114
Berechnungszeit Distanz: 293
Gesamt:  2682 ms

Für Auto03.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 698
Berechnungszeit Distanz: 271
Gesamt:  1160 ms

Für Auto03_bw.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 734
Berechnungszeit Distanz: 142
Gesamt:  1067 ms

Für Auto03_mir.png: 
Berechnungszeit KPs: 195
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 141
Gesamt:  1038 ms

Für Auto03_rot.png: 
Berechnungszeit KPs: 189
Berechnungszeit Cluster: 574
Berechnungszeit Distanz: 161
Gesamt:  924 ms

Für Auto04.png: 
Berechnungszeit KPs: 231
Berechnungszeit Cluster: 1558
Berechnungszeit Distanz: 161
Gesamt:  1950 ms

Für Auto04_bw.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1231
Berechnungszeit Distanz: 173
Gesamt:  1637 ms

Für Auto04_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1352
Berechnungszeit Distanz: 156
Gesamt:  1741 ms

Für Auto04_rot.png: 
Berechnungszeit KPs: 224
Berechnungszeit Cluster: 954
Berechnungszeit Distanz: 173
Gesamt:  1351 ms

Für Auto05.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 3031
Berechnungszeit Distanz: 142
Gesamt:  3463 ms

Für Auto05_bw.png: 
Berechnungszeit KPs: 297
Berechnungszeit Cluster: 3106
Berechnungszeit Distanz: 137
Gesamt:  3540 ms

Für Auto05_mir.png: 
Berechnungszeit KPs: 293
Berechnungszeit Cluster: 3009
Berechnungszeit Distanz: 157
Gesamt:  3459 ms

Für Auto05_rot.png: 
Berechnungszeit KPs: 281
Berechnungszeit Cluster: 3004
Berechnungszeit Distanz: 133
Gesamt:  3418 ms

Für Auto06.png: 
Berechnungszeit KPs: 315
Berechnungszeit Cluster: 3511
Berechnungszeit Distanz: 151
Gesamt:  3977 ms

Für Auto06_bw.png: 
Berechnungszeit KPs: 374
Berechnungszeit Cluster: 2959
Berechnungszeit Distanz: 164
Gesamt:  3497 ms

Für Auto06_mir.png: 
Berechnungszeit KPs: 420
Berechnungszeit Cluster: 3103
Berechnungszeit Distanz: 152
Gesamt:  3675 ms

Für Auto06_rot.png: 
Berechnungszeit KPs: 294
Berechnungszeit Cluster: 2499
Berechnungszeit Distanz: 152
Gesamt:  2945 ms

Für Auto07.png: 
Berechnungszeit KPs: 407
Berechnungszeit Cluster: 1799
Berechnungszeit Distanz: 175
Gesamt:  2381 ms

Für Auto08.png: 
Berechnungszeit KPs: 253
Berechnungszeit Cluster: 1622
Berechnungszeit Distanz: 162
Gesamt:  2037 ms

Für Auto08_bw.png: 
Berechnungszeit KPs: 339
Berechnungszeit Cluster: 1505
Berechnungszeit Distanz: 141
Gesamt:  1985 ms

Für Auto08_mir.png: 
Berechnungszeit KPs: 313
Berechnungszeit Cluster: 1527
Berechnungszeit Distanz: 81
Gesamt:  1921 ms

Für Auto08_rot.png: 
Berechnungszeit KPs: 243
Berechnungszeit Cluster: 1232
Berechnungszeit Distanz: 91
Gesamt:  1566 ms

Für Auto09.png: 
Berechnungszeit KPs: 227
Berechnungszeit Cluster: 1584
Berechnungszeit Distanz: 94
Gesamt:  1905 ms

Für Auto09_bw.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1447
Berechnungszeit Distanz: 79
Gesamt:  1756 ms

Für Auto09_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1416
Berechnungszeit Distanz: 91
Gesamt:  1740 ms

Für Auto09_rot.png: 
Berechnungszeit KPs: 213
Berechnungszeit Cluster: 1254
Berechnungszeit Distanz: 90
Gesamt:  1557 ms

Für Auto10.png: 
Berechnungszeit KPs: 266
Berechnungszeit Cluster: 2528
Berechnungszeit Distanz: 81
Gesamt:  2875 ms

Für Auto10_bw.png: 
Berechnungszeit KPs: 261
Berechnungszeit Cluster: 2480
Berechnungszeit Distanz: 81
Gesamt:  2822 ms

Für Auto10_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 2266
Berechnungszeit Distanz: 84
Gesamt:  2615 ms

Für Auto10_rot.png: 
Berechnungszeit KPs: 251
Berechnungszeit Cluster: 1870
Berechnungszeit Distanz: 99
Gesamt:  2220 ms

Für Bike01.png: 
Berechnungszeit KPs: 119
Berechnungszeit Cluster: 413
Berechnungszeit Distanz: 83
Gesamt:  615 ms

Für Bike01_bw.png: 
Berechnungszeit KPs: 115
Berechnungszeit Cluster: 391
Berechnungszeit Distanz: 80
Gesamt:  586 ms

Für Bike01_mir.png: 
Berechnungszeit KPs: 111
Berechnungszeit Cluster: 364
Berechnungszeit Distanz: 91
Gesamt:  566 ms

Für Bike01_rot.png: 
Berechnungszeit KPs: 108
Berechnungszeit Cluster: 236
Berechnungszeit Distanz: 81
Gesamt:  425 ms

Für Bike02.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 2484
Berechnungszeit Distanz: 85
Gesamt:  2762 ms

Für Bike02_bw.png: 
Berechnungszeit KPs: 206
Berechnungszeit Cluster: 3104
Berechnungszeit Distanz: 70
Gesamt:  3380 ms

Für Bike02_mir.png: 
Berechnungszeit KPs: 262
Berechnungszeit Cluster: 2339
Berechnungszeit Distanz: 81
Gesamt:  2682 ms

Für Bike02_rot.png: 
Berechnungszeit KPs: 192
Berechnungszeit Cluster: 1438
Berechnungszeit Distanz: 81
Gesamt:  1711 ms

Für Bike03.png: 
Berechnungszeit KPs: 139
Berechnungszeit Cluster: 637
Berechnungszeit Distanz: 81
Gesamt:  857 ms

Für Bike03_bw.png: 
Berechnungszeit KPs: 126
Berechnungszeit Cluster: 666
Berechnungszeit Distanz: 70
Gesamt:  862 ms

Für Bike03_mir.png: 
Berechnungszeit KPs: 160
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 79
Gesamt:  941 ms

Für Bike03_rot.png: 
Berechnungszeit KPs: 175
Berechnungszeit Cluster: 441
Berechnungszeit Distanz: 78
Gesamt:  694 ms

Für Bike04.png: 
Berechnungszeit KPs: 240
Berechnungszeit Cluster: 1833
Berechnungszeit Distanz: 91
Gesamt:  2164 ms

Für Bike04_bw.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 1708
Berechnungszeit Distanz: 89
Gesamt:  1990 ms

Für Bike04_mir.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 1719
Berechnungszeit Distanz: 72
Gesamt:  1981 ms

Für Bike04_rot.png: 
Berechnungszeit KPs: 274
Berechnungszeit Cluster: 1141
Berechnungszeit Distanz: 89
Gesamt:  1504 ms

Für Bike05.png: 
Berechnungszeit KPs: 305
Berechnungszeit Cluster: 1322
Berechnungszeit Distanz: 81
Gesamt:  1708 ms

Für Bike05_bw.png: 
Berechnungszeit KPs: 335
Berechnungszeit Cluster: 1333
Berechnungszeit Distanz: 95
Gesamt:  1763 ms

Für Bike05_mir.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1480
Berechnungszeit Distanz: 80
Gesamt:  1790 ms

Für Bike05_rot.png: 
Berechnungszeit KPs: 216
Berechnungszeit Cluster: 811
Berechnungszeit Distanz: 71
Gesamt:  1098 ms

Für Bike06.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 746
Berechnungszeit Distanz: 81
Gesamt:  1018 ms

Für Bike06_bw.png: 
Berechnungszeit KPs: 199
Berechnungszeit Cluster: 722
Berechnungszeit Distanz: 71
Gesamt:  992 ms

Für Bike06_mir.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 788
Berechnungszeit Distanz: 81
Gesamt:  1069 ms

Für Bike06_rot.png: 
Berechnungszeit KPs: 201
Berechnungszeit Cluster: 579
Berechnungszeit Distanz: 88
Gesamt:  868 ms

Für Bike07.png: 
Berechnungszeit KPs: 268
Berechnungszeit Cluster: 887
Berechnungszeit Distanz: 76
Gesamt:  1231 ms

Für Bike07_bw.png: 
Berechnungszeit KPs: 214
Berechnungszeit Cluster: 913
Berechnungszeit Distanz: 80
Gesamt:  1207 ms

Für Bike07_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 875
Berechnungszeit Distanz: 81
Gesamt:  1221 ms

Für Bike07_rot.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 659
Berechnungszeit Distanz: 71
Gesamt:  930 ms

Für Bike08.png: 
Berechnungszeit KPs: 331
Berechnungszeit Cluster: 2888
Berechnungszeit Distanz: 68
Gesamt:  3287 ms

Für Bike08_bw.png: 
Berechnungszeit KPs: 289
Berechnungszeit Cluster: 2621
Berechnungszeit Distanz: 61
Gesamt:  2971 ms

Für Bike08_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 1892
Berechnungszeit Distanz: 71
Gesamt:  2255 ms

Für Bike08_rot.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 1597
Berechnungszeit Distanz: 72
Gesamt:  2068 ms

Für Bike09.png: 
Berechnungszeit KPs: 280
Berechnungszeit Cluster: 896
Berechnungszeit Distanz: 81
Gesamt:  1257 ms

Für Bike09_bw.png: 
Berechnungszeit KPs: 203
Berechnungszeit Cluster: 890
Berechnungszeit Distanz: 73
Gesamt:  1166 ms

Für Bike09_mir.png: 
Berechnungszeit KPs: 205
Berechnungszeit Cluster: 942
Berechnungszeit Distanz: 81
Gesamt:  1228 ms

Für Bike09_rot.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 636
Berechnungszeit Distanz: 71
Gesamt:  897 ms

Für Bike10.png: 
Berechnungszeit KPs: 272
Berechnungszeit Cluster: 1767
Berechnungszeit Distanz: 81
Gesamt:  2120 ms

Für Bike10_bw.png: 
Berechnungszeit KPs: 257
Berechnungszeit Cluster: 1696
Berechnungszeit Distanz: 92
Gesamt:  2045 ms

Für Bike10_mir.png: 
Berechnungszeit KPs: 260
Berechnungszeit Cluster: 2340
Berechnungszeit Distanz: 77
Gesamt:  2677 ms

Für Bike10_rot.png: 
Berechnungszeit KPs: 236
Berechnungszeit Cluster: 1045
Berechnungszeit Distanz: 91
Gesamt:  1372 ms

Für Landschaft01.jpg: 
Berechnungszeit KPs: 62
Berechnungszeit Cluster: 67
Berechnungszeit Distanz: 71
Gesamt:  200 ms

Für Landschaft01_bw.jpg: 
Berechnungszeit KPs: 60
Berechnungszeit Cluster: 71
Berechnungszeit Distanz: 69
Gesamt:  200 ms

Für Landschaft01_mir.jpg: 
Berechnungszeit KPs: 70
Berechnungszeit Cluster: 82
Berechnungszeit Distanz: 62
Gesamt:  214 ms

Für Landschaft01_rot.jpg: 
Berechnungszeit KPs: 63
Berechnungszeit Cluster: 59
Berechnungszeit Distanz: 73
Gesamt:  195 ms

Für Landschaft02.jpg: 
Berechnungszeit KPs: 58
Berechnungszeit Cluster: 54
Berechnungszeit Distanz: 70
Gesamt:  182 ms

Für Landschaft02_bw.jpg: 
Berechnungszeit KPs: 78
Berechnungszeit Cluster: 51
Berechnungszeit Distanz: 67
Gesamt:  196 ms

Für Landschaft02_mir.jpg: 
Berechnungszeit KPs: 91
