Zeitstempel: 2020-09-23T15:03:39.558  ///  Zu vergleichendes Bild: Bike10
Distanz zwischen Bike10 und Bike04_bw => 1705.5680297660347
Distanz zwischen Bike10 und Bike04_mir => 1313.0397264957246
Distanz zwischen Bike10 und Bike04_rot => 12482.502967207909
Distanz zwischen Bike10 und Bike05 => 9064.516746034815
Distanz zwischen Bike10 und Bike05_bw => 8569.354422702569
Distanz zwischen Bike10 und Bike05_mir => 9010.708047338867
Distanz zwischen Bike10 und Bike05_rot => 18066.91407900595
Distanz zwischen Bike10 und Bike06 => 19787.322704863658
Distanz zwischen Bike10 und Bike06_bw => 19926.73651408159
Distanz zwischen Bike10 und Bike06_mir => 19618.760701719253
Distanz zwischen Bike10 und Bike06_rot => 23358.752572383364
Distanz zwischen Bike10 und Bike07 => 16530.208947078863
Distanz zwischen Bike10 und Bike07_bw => 16632.954267720677
Distanz zwischen Bike10 und Bike07_mir => 16615.10777691862
Distanz zwischen Bike10 und Bike07_rot => 21516.612511639043
Distanz zwischen Bike10 und Bike08 => 11946.37852174476
Distanz zwischen Bike10 und Bike08_bw => 11629.014446377087
Distanz zwischen Bike10 und Bike08_mir => 2598.6051598747254
Distanz zwischen Bike10 und Bike08_rot => 4913.097080735865
Distanz zwischen Bike10 und Bike09 => 16194.25087362607
Distanz zwischen Bike10 und Bike09_bw => 16431.804304530688
Distanz zwischen Bike10 und Bike09_mir => 16218.815528420317
Distanz zwischen Bike10 und Bike09_rot => 22987.055543292587
Distanz zwischen Bike10 und Bike10 => 0.0
Distanz zwischen Bike10 und Bike10_bw => 304.98832819368505
Distanz zwischen Bike10 und Bike10_mir => 47.018391486508435
Distanz zwischen Bike10 und Bike10_rot => 13209.67453928567
Distanz zwischen Bike10 und Landschaft01 => 44214.89964461946
Distanz zwischen Bike10 und Landschaft01_bw => 44447.50544286921
Distanz zwischen Bike10 und Landschaft01_mir => 44847.23995495791
Distanz zwischen Bike10 und Landschaft01_rot => 46024.65041467175
Distanz zwischen Bike10 und Landschaft02 => 47111.214306997725
Distanz zwischen Bike10 und Landschaft02_bw => 47407.421852524436
Distanz zwischen Bike10 und Landschaft02_mir => 46297.62648242144
Distanz zwischen Bike10 und Landschaft02_rot => 47757.70407826781
Distanz zwischen Bike10 und Landschaft03 => 41183.60856657475
Distanz zwischen Bike10 und Landschaft03_bw => 41474.18044291958
Distanz zwischen Bike10 und Landschaft03_mir => 41382.87133762571
Distanz zwischen Bike10 und Landschaft03_rot => 43911.9130962385
Distanz zwischen Bike10 und Landschaft04 => 45229.39809122636
Distanz zwischen Bike10 und Landschaft04_bw => 43957.09415846128
Distanz zwischen Bike10 und Landschaft04_mir => 44954.66101599532
Distanz zwischen Bike10 und Landschaft04_rot => 46219.15023815144
Distanz zwischen Bike10 und Landschaft05 => 44809.931480460386
Distanz zwischen Bike10 und Landschaft05_bw => 44573.62854605384
Distanz zwischen Bike10 und Landschaft05_mir => 44702.35792739186
Distanz zwischen Bike10 und Landschaft05_rot => 46426.8355151304
Distanz zwischen Bike10 und Landschaft07 => 49255.49674495454
Distanz zwischen Bike10 und Landschaft07_bw => 49899.170403132965
Distanz zwischen Bike10 und Landschaft07_mir => 49044.876902287135
Distanz zwischen Bike10 und Landschaft07_rot => 49923.371533505335
Distanz zwischen Bike10 und Landschaft09 => 47292.40522838079
Distanz zwischen Bike10 und Landschaft09_bw => 47918.75575484882
Distanz zwischen Bike10 und Landschaft09_mir => 46899.98164589987
Distanz zwischen Bike10 und Landschaft09_rot => 50013.769992890295
Distanz zwischen Bike10 und Landschaft10 => 48379.09117581116
Distanz zwischen Bike10 und Landschaft10_bw => 48608.95039487595
Distanz zwischen Bike10 und Landschaft10_mir => 48092.185167112526
Distanz zwischen Bike10 und Landschaft10_rot => 49380.81064692117
Distanz zwischen Bike10 und Mensch01 => 15699.380917122275
Distanz zwischen Bike10 und Mensch01_bw => 15750.067665237704
Distanz zwischen Bike10 und Mensch01_mir => 15796.436429020345
Distanz zwischen Bike10 und Mensch01_rot => 23803.326919128645
Distanz zwischen Bike10 und Mensch02 => 26390.134212417375
Distanz zwischen Bike10 und Mensch02_bw => 26196.098515556612
Distanz zwischen Bike10 und Mensch02_mir => 26165.819068747573
Distanz zwischen Bike10 und Mensch02_rot => 30125.945975913077
Distanz zwischen Bike10 und Mensch03 => 41443.60149147012
Distanz zwischen Bike10 und Mensch03_bw => 41584.05402621853
Distanz zwischen Bike10 und Mensch03_mir => 42092.438922129535
Distanz zwischen Bike10 und Mensch03_rot => 42209.426211145415
Distanz zwischen Bike10 und Mensch04 => 18380.521118519995
Distanz zwischen Bike10 und Mensch05 => 20920.2314618629
Distanz zwischen Bike10 und Mensch05_bw => 21054.494383698973
Distanz zwischen Bike10 und Mensch05_mir => 21129.02170744955
Distanz zwischen Bike10 und Mensch05_rot => 24508.756885013263
Distanz zwischen Bike10 und Mensch06 => 30157.549823903988
Distanz zwischen Bike10 und Mensch06_bw => 30295.426631727467
Distanz zwischen Bike10 und Mensch06_mir => 30120.962334934717
Distanz zwischen Bike10 und Mensch06_rot => 33288.54674643169
Distanz zwischen Bike10 und Mensch07 => 22695.781063863757
Distanz zwischen Bike10 und Mensch07_bw => 22961.68818744926
Distanz zwischen Bike10 und Mensch07_mir => 22654.39873166112
Distanz zwischen Bike10 und Mensch07_rot => 26412.248307820377
Distanz zwischen Bike10 und Mensch08 => 33106.24543812516
Distanz zwischen Bike10 und Mensch08_bw => 33165.8336011971
Distanz zwischen Bike10 und Mensch08_mir => 33565.28087171784
Distanz zwischen Bike10 und Mensch08_rot => 37023.71539733031
Distanz zwischen Bike10 und Mensch09 => 14203.44167631875
Distanz zwischen Bike10 und Mensch09_bw => 13996.674907011295
Distanz zwischen Bike10 und Mensch09_mir => 14454.956193796264
Distanz zwischen Bike10 und Mensch09_rot => 21183.520516258683
Distanz zwischen Bike10 und Mensch10 => 27644.719739817498
Distanz zwischen Bike10 und Mensch10_bw => 27463.42487385688
Distanz zwischen Bike10 und Mensch10_mir => 28092.208051387614
Distanz zwischen Bike10 und Mensch10_rot => 32645.955417432055
Distanz zwischen Bike10 und Pferd01 => 21260.043213772216
Distanz zwischen Bike10 und Pferd01_bw => 20572.070143851448
Distanz zwischen Bike10 und Pferd01_mir => 21349.388211918416
Distanz zwischen Bike10 und Pferd01_rot => 29163.662447659288
Distanz zwischen Bike10 und Pferd02 => 10407.946249063609
Distanz zwischen Bike10 und Pferd02_bw => 10185.037334683717
Distanz zwischen Bike10 und Pferd02_mir => 10738.405318797031
Distanz zwischen Bike10 und Pferd02_rot => 16366.015100505076
Distanz zwischen Bike10 und Pferd03 => 30254.616345814655
Distanz zwischen Bike10 und Pferd03_bw => 29848.47275137292
Distanz zwischen Bike10 und Pferd03_mir => 30107.320597800306
Distanz zwischen Bike10 und Pferd03_rot => 33633.64748897819
Distanz zwischen Bike10 und Pferd04 => 29025.393383898067
Distanz zwischen Bike10 und Pferd04_bw => 28304.723332900627
Distanz zwischen Bike10 und Pferd04_mir => 29152.010554261316
Distanz zwischen Bike10 und Pferd04_rot => 31153.709711859705
Distanz zwischen Bike10 und Pferd05 => 27441.069616008073
Distanz zwischen Bike10 und Pferd05_bw => 27049.850213500256
Distanz zwischen Bike10 und Pferd05_mir => 27382.721133754447
Distanz zwischen Bike10 und Pferd05_rot => 31837.712018606246
Distanz zwischen Bike10 und Pferd06 => 3803.3810921929307
Distanz zwischen Bike10 und Pferd06_bw => 4334.749593830902
Distanz zwischen Bike10 und Pferd06_mir => 4418.672553353845
Distanz zwischen Bike10 und Pferd06_rot => 14976.66442275574
Distanz zwischen Bike10 und Pferd07 => 5283.742677852875
Distanz zwischen Bike10 und Pferd07_bw => 6053.427624566139
Distanz zwischen Bike10 und Pferd07_mir => 5325.120781785394
Distanz zwischen Bike10 und Pferd07_rot => 21392.967028146093
Distanz zwischen Bike10 und Pferd08 => 21579.102197416625
Distanz zwischen Bike10 und Pferd08_bw => 21008.72835663081
Distanz zwischen Bike10 und Pferd08_mir => 21558.611291656634
Distanz zwischen Bike10 und Pferd08_rot => 29072.48719019781
Distanz zwischen Bike10 und Pferd09 => 25520.370349448604
Distanz zwischen Bike10 und Pferd09_bw => 25320.893692456502
Distanz zwischen Bike10 und Pferd09_mir => 25742.786847879448
Distanz zwischen Bike10 und Pferd09_rot => 27709.167002888695
Distanz zwischen Bike10 und Pferd10 => 23689.768469175582
Distanz zwischen Bike10 und Pferd10_bw => 23483.235176445996
Distanz zwischen Bike10 und Pferd10_mir => 23589.194266322753
Distanz zwischen Bike10 und Pferd10_rot => 26574.56552883626
Distanz zwischen Bike10 und Rad01 => 50355.990510915624
Distanz zwischen Bike10 und Rad01_bw => 50257.718463064666
Distanz zwischen Bike10 und Rad01_mir => 50353.880107877245
Distanz zwischen Bike10 und Rad01_rot => 40406.92843385076
Distanz zwischen Bike10 und Rad03 => 33857.42152435377
Distanz zwischen Bike10 und Rad03_bw => 33135.892131429624
Distanz zwischen Bike10 und Rad03_mir => 33893.185907948835
Distanz zwischen Bike10 und Rad03_rot => 25364.160428990122
Distanz zwischen Bike10 und Rad04 => 31114.119336976026
Distanz zwischen Bike10 und Rad04_bw => 30700.267864692465
Distanz zwischen Bike10 und Rad04_mir => 31248.35526464128
Distanz zwischen Bike10 und Rad04_rot => 23082.14020275628
Distanz zwischen Bike10 und Rad05 => 40973.637062945105
Distanz zwischen Bike10 und Rad06 => 58721.05968258247
Distanz zwischen Bike10 und Rad07 => 37756.70145933188
Distanz zwischen Bike10 und Rad07_bw => 37607.03558119258
Distanz zwischen Bike10 und Rad07_mir => 37741.899194030026
Distanz zwischen Bike10 und Rad07_rot => 30487.56127081928
Distanz zwischen Bike10 und Rad08 => 41863.02326636819
Distanz zwischen Bike10 und Rad08_bw => 42476.53896419859
Distanz zwischen Bike10 und Rad08_mir => 41863.36442320023
Distanz zwischen Bike10 und Rad08_rot => 34422.06320018192
Distanz zwischen Bike10 und Rad09 => 38430.305533152445
Distanz zwischen Bike10 und Rad09_bw => 37475.97264441169
Distanz zwischen Bike10 und Rad09_mir => 38429.355288440805
Distanz zwischen Bike10 und Rad09_rot => 30573.094816562578
Distanz zwischen Bike10 und Rad10 => 5575.984277096641
Distanz zwischen Bike10 und Rad10_bw => 6291.0197391134225
Distanz zwischen Bike10 und Rad10_mir => 5684.21212538933
Distanz zwischen Bike10 und Rad10_rot => 10055.093275174675
Distanz zwischen Bike10 und Schaf01 => 4781.580211656504
Distanz zwischen Bike10 und Schaf01_bw => 4353.0341209802245
Distanz zwischen Bike10 und Schaf01_mir => 4865.856267260511
Distanz zwischen Bike10 und Schaf01_rot => 4846.552045993889
Distanz zwischen Bike10 und Schaf02 => 17603.41801126432
Distanz zwischen Bike10 und Schaf03 => 25497.296630654095
Distanz zwischen Bike10 und Schaf03_bw => 26302.78714089743
Distanz zwischen Bike10 und Schaf03_mir => 25582.36194087304
Distanz zwischen Bike10 und Schaf03_rot => 27170.261618204884
Distanz zwischen Bike10 und Schaf04 => 28892.429882135268
Distanz zwischen Bike10 und Schaf04_bw => 29734.160659008103
Distanz zwischen Bike10 und Schaf04_mir => 28401.217456997023
Distanz zwischen Bike10 und Schaf04_rot => 30002.33474693169
Distanz zwischen Bike10 und Schaf06 => 19279.79593939017
Distanz zwischen Bike10 und Schaf06_bw => 20320.70282801656
Distanz zwischen Bike10 und Schaf06_mir => 19329.74307072162
Distanz zwischen Bike10 und Schaf06_rot => 20666.640780194375
Distanz zwischen Bike10 und Schaf07 => 17362.506113811323
Distanz zwischen Bike10 und Schaf07_bw => 18196.728793277536
Distanz zwischen Bike10 und Schaf07_mir => 17420.191592427334
Distanz zwischen Bike10 und Schaf07_rot => 18938.939347895623
Distanz zwischen Bike10 und Schaf10 => 4246.1177606984875
Distanz zwischen Bike10 und Schaf10_bw => 5367.223550790762
Distanz zwischen Bike10 und Schaf10_mir => 4229.045354070342
Distanz zwischen Bike10 und Schaf10_rot => 8146.577142809725
___________________________________________________________________________________


Execution Time: 418 s
Score (Image): 9

Score (Schwarz-wei�): 8
Score (Rotiert 90 Grad): 0
Score (Gespiegelt): 9
___________________________________________________________________________________

Performance: 

Für Auto01.png: 
Berechnungszeit KPs: 373
Berechnungszeit Cluster: 3937
Berechnungszeit Distanz: 144
Gesamt:  4454 ms

Für Auto01_bw.png: 
Berechnungszeit KPs: 378
Berechnungszeit Cluster: 3700
Berechnungszeit Distanz: 336
Gesamt:  4414 ms

Für Auto01_mir.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 3685
Berechnungszeit Distanz: 60
Gesamt:  4144 ms

Für Auto01_rot.png: 
Berechnungszeit KPs: 303
Berechnungszeit Cluster: 3875
Berechnungszeit Distanz: 233
Gesamt:  4411 ms

Für Auto02.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 2946
Berechnungszeit Distanz: 265
Gesamt:  3501 ms

Für Auto02_bw.png: 
Berechnungszeit KPs: 308
Berechnungszeit Cluster: 2758
Berechnungszeit Distanz: 270
Gesamt:  3336 ms

Für Auto02_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 2524
Berechnungszeit Distanz: 265
Gesamt:  3081 ms

Für Auto02_rot.png: 
Berechnungszeit KPs: 275
Berechnungszeit Cluster: 2114
Berechnungszeit Distanz: 293
Gesamt:  2682 ms

Für Auto03.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 698
Berechnungszeit Distanz: 271
Gesamt:  1160 ms

Für Auto03_bw.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 734
Berechnungszeit Distanz: 142
Gesamt:  1067 ms

Für Auto03_mir.png: 
Berechnungszeit KPs: 195
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 141
Gesamt:  1038 ms

Für Auto03_rot.png: 
Berechnungszeit KPs: 189
Berechnungszeit Cluster: 574
Berechnungszeit Distanz: 161
Gesamt:  924 ms

Für Auto04.png: 
Berechnungszeit KPs: 231
Berechnungszeit Cluster: 1558
Berechnungszeit Distanz: 161
Gesamt:  1950 ms

Für Auto04_bw.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1231
Berechnungszeit Distanz: 173
Gesamt:  1637 ms

Für Auto04_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1352
Berechnungszeit Distanz: 156
Gesamt:  1741 ms

Für Auto04_rot.png: 
Berechnungszeit KPs: 224
Berechnungszeit Cluster: 954
Berechnungszeit Distanz: 173
Gesamt:  1351 ms

Für Auto05.png: 
Berechnungszeit KPs: 290
Berechnungszeit Cluster: 3031
Berechnungszeit Distanz: 142
Gesamt:  3463 ms

Für Auto05_bw.png: 
Berechnungszeit KPs: 297
Berechnungszeit Cluster: 3106
Berechnungszeit Distanz: 137
Gesamt:  3540 ms

Für Auto05_mir.png: 
Berechnungszeit KPs: 293
Berechnungszeit Cluster: 3009
Berechnungszeit Distanz: 157
Gesamt:  3459 ms

Für Auto05_rot.png: 
Berechnungszeit KPs: 281
Berechnungszeit Cluster: 3004
Berechnungszeit Distanz: 133
Gesamt:  3418 ms

Für Auto06.png: 
Berechnungszeit KPs: 315
Berechnungszeit Cluster: 3511
Berechnungszeit Distanz: 151
Gesamt:  3977 ms

Für Auto06_bw.png: 
Berechnungszeit KPs: 374
Berechnungszeit Cluster: 2959
Berechnungszeit Distanz: 164
Gesamt:  3497 ms

Für Auto06_mir.png: 
Berechnungszeit KPs: 420
Berechnungszeit Cluster: 3103
Berechnungszeit Distanz: 152
Gesamt:  3675 ms

Für Auto06_rot.png: 
Berechnungszeit KPs: 294
Berechnungszeit Cluster: 2499
Berechnungszeit Distanz: 152
Gesamt:  2945 ms

Für Auto07.png: 
Berechnungszeit KPs: 407
Berechnungszeit Cluster: 1799
Berechnungszeit Distanz: 175
Gesamt:  2381 ms

Für Auto08.png: 
Berechnungszeit KPs: 253
Berechnungszeit Cluster: 1622
Berechnungszeit Distanz: 162
Gesamt:  2037 ms

Für Auto08_bw.png: 
Berechnungszeit KPs: 339
Berechnungszeit Cluster: 1505
Berechnungszeit Distanz: 141
Gesamt:  1985 ms

Für Auto08_mir.png: 
Berechnungszeit KPs: 313
Berechnungszeit Cluster: 1527
Berechnungszeit Distanz: 81
Gesamt:  1921 ms

Für Auto08_rot.png: 
Berechnungszeit KPs: 243
Berechnungszeit Cluster: 1232
Berechnungszeit Distanz: 91
Gesamt:  1566 ms

Für Auto09.png: 
Berechnungszeit KPs: 227
Berechnungszeit Cluster: 1584
Berechnungszeit Distanz: 94
Gesamt:  1905 ms

Für Auto09_bw.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1447
Berechnungszeit Distanz: 79
Gesamt:  1756 ms

Für Auto09_mir.png: 
Berechnungszeit KPs: 233
Berechnungszeit Cluster: 1416
Berechnungszeit Distanz: 91
Gesamt:  1740 ms

Für Auto09_rot.png: 
Berechnungszeit KPs: 213
Berechnungszeit Cluster: 1254
Berechnungszeit Distanz: 90
Gesamt:  1557 ms

Für Auto10.png: 
Berechnungszeit KPs: 266
Berechnungszeit Cluster: 2528
Berechnungszeit Distanz: 81
Gesamt:  2875 ms

Für Auto10_bw.png: 
Berechnungszeit KPs: 261
Berechnungszeit Cluster: 2480
Berechnungszeit Distanz: 81
Gesamt:  2822 ms

Für Auto10_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 2266
Berechnungszeit Distanz: 84
Gesamt:  2615 ms

Für Auto10_rot.png: 
Berechnungszeit KPs: 251
Berechnungszeit Cluster: 1870
Berechnungszeit Distanz: 99
Gesamt:  2220 ms

Für Bike01.png: 
Berechnungszeit KPs: 119
Berechnungszeit Cluster: 413
Berechnungszeit Distanz: 83
Gesamt:  615 ms

Für Bike01_bw.png: 
Berechnungszeit KPs: 115
Berechnungszeit Cluster: 391
Berechnungszeit Distanz: 80
Gesamt:  586 ms

Für Bike01_mir.png: 
Berechnungszeit KPs: 111
Berechnungszeit Cluster: 364
Berechnungszeit Distanz: 91
Gesamt:  566 ms

Für Bike01_rot.png: 
Berechnungszeit KPs: 108
Berechnungszeit Cluster: 236
Berechnungszeit Distanz: 81
Gesamt:  425 ms

Für Bike02.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 2484
Berechnungszeit Distanz: 85
Gesamt:  2762 ms

Für Bike02_bw.png: 
Berechnungszeit KPs: 206
Berechnungszeit Cluster: 3104
Berechnungszeit Distanz: 70
Gesamt:  3380 ms

Für Bike02_mir.png: 
Berechnungszeit KPs: 262
Berechnungszeit Cluster: 2339
Berechnungszeit Distanz: 81
Gesamt:  2682 ms

Für Bike02_rot.png: 
Berechnungszeit KPs: 192
Berechnungszeit Cluster: 1438
Berechnungszeit Distanz: 81
Gesamt:  1711 ms

Für Bike03.png: 
Berechnungszeit KPs: 139
Berechnungszeit Cluster: 637
Berechnungszeit Distanz: 81
Gesamt:  857 ms

Für Bike03_bw.png: 
Berechnungszeit KPs: 126
Berechnungszeit Cluster: 666
Berechnungszeit Distanz: 70
Gesamt:  862 ms

Für Bike03_mir.png: 
Berechnungszeit KPs: 160
Berechnungszeit Cluster: 702
Berechnungszeit Distanz: 79
Gesamt:  941 ms

Für Bike03_rot.png: 
Berechnungszeit KPs: 175
Berechnungszeit Cluster: 441
Berechnungszeit Distanz: 78
Gesamt:  694 ms

Für Bike04.png: 
Berechnungszeit KPs: 240
Berechnungszeit Cluster: 1833
Berechnungszeit Distanz: 91
Gesamt:  2164 ms

Für Bike04_bw.png: 
Berechnungszeit KPs: 193
Berechnungszeit Cluster: 1708
Berechnungszeit Distanz: 89
Gesamt:  1990 ms

Für Bike04_mir.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 1719
Berechnungszeit Distanz: 72
Gesamt:  1981 ms

Für Bike04_rot.png: 
Berechnungszeit KPs: 274
Berechnungszeit Cluster: 1141
Berechnungszeit Distanz: 89
Gesamt:  1504 ms

Für Bike05.png: 
Berechnungszeit KPs: 305
Berechnungszeit Cluster: 1322
Berechnungszeit Distanz: 81
Gesamt:  1708 ms

Für Bike05_bw.png: 
Berechnungszeit KPs: 335
Berechnungszeit Cluster: 1333
Berechnungszeit Distanz: 95
Gesamt:  1763 ms

Für Bike05_mir.png: 
Berechnungszeit KPs: 230
Berechnungszeit Cluster: 1480
Berechnungszeit Distanz: 80
Gesamt:  1790 ms

Für Bike05_rot.png: 
Berechnungszeit KPs: 216
Berechnungszeit Cluster: 811
Berechnungszeit Distanz: 71
Gesamt:  1098 ms

Für Bike06.png: 
Berechnungszeit KPs: 191
Berechnungszeit Cluster: 746
Berechnungszeit Distanz: 81
Gesamt:  1018 ms

Für Bike06_bw.png: 
Berechnungszeit KPs: 199
Berechnungszeit Cluster: 722
Berechnungszeit Distanz: 71
Gesamt:  992 ms

Für Bike06_mir.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 788
Berechnungszeit Distanz: 81
Gesamt:  1069 ms

Für Bike06_rot.png: 
Berechnungszeit KPs: 201
Berechnungszeit Cluster: 579
Berechnungszeit Distanz: 88
Gesamt:  868 ms

Für Bike07.png: 
Berechnungszeit KPs: 268
Berechnungszeit Cluster: 887
Berechnungszeit Distanz: 76
Gesamt:  1231 ms

Für Bike07_bw.png: 
Berechnungszeit KPs: 214
Berechnungszeit Cluster: 913
Berechnungszeit Distanz: 80
Gesamt:  1207 ms

Für Bike07_mir.png: 
Berechnungszeit KPs: 265
Berechnungszeit Cluster: 875
Berechnungszeit Distanz: 81
Gesamt:  1221 ms

Für Bike07_rot.png: 
Berechnungszeit KPs: 200
Berechnungszeit Cluster: 659
Berechnungszeit Distanz: 71
Gesamt:  930 ms

Für Bike08.png: 
Berechnungszeit KPs: 331
Berechnungszeit Cluster: 2888
Berechnungszeit Distanz: 68
Gesamt:  3287 ms

Für Bike08_bw.png: 
Berechnungszeit KPs: 289
Berechnungszeit Cluster: 2621
Berechnungszeit Distanz: 61
Gesamt:  2971 ms

Für Bike08_mir.png: 
Berechnungszeit KPs: 292
Berechnungszeit Cluster: 1892
Berechnungszeit Distanz: 71
Gesamt:  2255 ms

Für Bike08_rot.png: 
Berechnungszeit KPs: 399
Berechnungszeit Cluster: 1597
Berechnungszeit Distanz: 72
Gesamt:  2068 ms

Für Bike09.png: 
Berechnungszeit KPs: 280
Berechnungszeit Cluster: 896
Berechnungszeit Distanz: 81
Gesamt:  1257 ms

Für Bike09_bw.png: 
Berechnungszeit KPs: 203
Berechnungszeit Cluster: 890
Berechnungszeit Distanz: 73
Gesamt:  1166 ms

Für Bike09_mir.png: 
Berechnungszeit KPs: 205
Berechnungszeit Cluster: 942
Berechnungszeit Distanz: 81
Gesamt:  1228 ms

Für Bike09_rot.png: 
Berechnungszeit KPs: 190
Berechnungszeit Cluster: 636
Berechnungszeit Distanz: 71
Gesamt:  897 ms

Für Bike10.png: 
Berechnungszeit KPs: 272
Berechnungszeit Cluster: 1767
Berechnungszeit Distanz: 81
Gesamt:  2120 ms

Für Bike10_bw.png: 
Berechnungszeit KPs: 257
Berechnungszeit Cluster: 1696
Berechnungszeit Distanz: 92
Gesamt:  2045 ms

Für Bike10_mir.png: 
Berechnungszeit KPs: 260
Berechnungszeit Cluster: 2340
Berechnungszeit Distanz: 77
Gesamt:  2677 ms

Für Bike10_rot.png: 
Berechnungszeit KPs: 236
Berechnungszeit Cluster: 1045
Berechnungszeit Distanz: 91
Gesamt:  1372 ms

Für Landschaft01.jpg: 
Berechnungszeit KPs: 62
Berechnungszeit Cluster: 67
Berechnungszeit Distanz: 71
Gesamt:  200 ms

Für Landschaft01_bw.jpg: 
Berechnungszeit KPs: 60
Berechnungszeit Cluster: 71
Berechnungszeit Distanz: 69
Gesamt:  200 ms

Für Landschaft01_mir.jpg: 
Berechnungszeit KPs: 70
Berechnungszeit Cluster: 82
Berechnungszeit Distanz: 62
Gesamt:  214 ms

Für Landschaft01_rot.jpg: 
Berechnungszeit KPs: 63
Berechnungszeit Cluster: 59
Berechnungszeit Distanz: 73
Gesamt:  195 ms

Für Landschaft02.jpg: 
Berechnungszeit KPs: 58
Berechnungszeit Cluster: 54
Berechnungszeit Distanz: 70
Gesamt:  182 ms

Für Landschaft02_bw.jpg: 
Berechnungszeit KPs: 78
Berechnungszeit Cluster: 51
Berechnungszeit Distanz: 67
Gesamt:  196 ms

Für Landschaft02_mir.jpg: 
Berechnungszeit KPs: 91
